	10369.Gastrectomy	10673.Gastrectomy	10733.Healthy	10354.Healthy	10183.Healthy	10519.Healthy	10463.Healthy	10037.Healthy	10647.Healthy	10341.Healthy	10360.Gastrectomy	10784.Healthy	10114.Healthy	10751.Gastrectomy	10132.Healthy	10297.Gastrectomy	10563.Gastrectomy	10056.Gastrectomy	10618.Healthy	10791.Gastrectomy	10554.Gastrectomy	10068.Gastrectomy	10208.Healthy	10258.Healthy	10599.Gastrectomy	10486.Healthy	10291.Gastrectomy	10340.Healthy	10105.Healthy	10558.Gastrectomy	10176.Gastrectomy	10304.Healthy	10672.Gastrectomy	10794.Healthy	10537.Healthy	10509.Gastrectomy	10659.Healthy	10060.Healthy	10623.Gastrectomy	10395.Gastrectomy	10197.Healthy	10455.Gastrectomy	10433.Gastrectomy	10782.Gastrectomy	10457.Gastrectomy	10319.Gastrectomy	10064.Gastrectomy	10025.Healthy	10234.Gastrectomy	10703.Gastrectomy	10742.Gastrectomy	10317.Healthy	10257.Gastrectomy	10207.Healthy	10058.Healthy	10250.Healthy	10850.Healthy	10684.Healthy	10562.Healthy	10451.Gastrectomy	10355.Gastrectomy	10080.Healthy	10106.Healthy	10112.Gastrectomy	10696.Gastrectomy	10048.Healthy	10156.Gastrectomy	10215.Healthy	10690.Gastrectomy	10192.Gastrectomy	10423.Gastrectomy	10465.Healthy	10219.Healthy	10632.Healthy	10540.Gastrectomy	10741.Healthy	10378.Healthy	10302.Healthy	10574.Gastrectomy	10776.Healthy	10807.Healthy	10107.Healthy	10501.Gastrectomy	10538.Gastrectomy	10244.Healthy	10231.Healthy	10166.Gastrectomy	10246.Healthy	10104.Gastrectomy	10189.Gastrectomy	10167.Gastrectomy	10680.Gastrectomy	10657.Healthy	10036.Healthy	10357.Healthy	10243.Gastrectomy	10100.Healthy	10543.Healthy	10698.Healthy	10226.Healthy	10205.Gastrectomy	10342.Gastrectomy	10321.Gastrectomy	10487.Healthy	10701.Healthy	10810.Gastrectomy
M00727	3.9792114955800006e-06	3.54740503547e-05	2.8275998762e-06	0.000134855128633	1.41935460379e-05	2.11442110038e-06	7.17956931767e-06	4.9341479187e-06	9.85256607845e-06	6.04383202687e-06	1.28775566329e-05	1.2787615877600001e-06	9.12093136314e-06	4.24778686732e-05	9.32511049408e-06	1.8248782361599998e-06	6.916126912610001e-06	8.60068656381e-06	9.09102568375e-05	5.62032341299e-06	3.45202404985e-06	2.01235855508e-06	2.45532476468e-05	0.0	8.18377126145e-05	1.4281885618200004e-06	7.0590064057e-06	0.0	6.77263960495e-07	9.79383740353e-05	3.44278841793e-05	0.0003693842998407129	0.0	0.00038910591510437996	5.211948635100002e-05	2.72979208216e-06	6.9123156316100004e-06	4.10218355297e-06	1.70519813141e-05	3.51834640092e-05	0.00014873650303	7.5809937817e-05	0.0	4.68957954907e-05	1.01143778131e-05	2.16878730704e-05	1.19300750534e-06	6.930067340069999e-07	4.85583189606e-06	2.82399231384e-05	0.000126192166349	0.0003670991940182175	6.9229350145699985e-06	1.38412470598e-05	2.19281582308e-06	3.534408807e-06	8.414615796819997e-06	0.00032104495436871804	0.0	0.000285793684415075	7.92572177405e-06	5.39372686471e-05	8.51655345847e-06	4.79492711337e-06	7.809273729819999e-06	2.11646342538e-06	8.63641444366e-05	0.000111842001087	2.2691737109e-05	3.7215191330099998e-06	8.85940156573e-05	0.000261500508483165	1.22906400531e-05	9.62823774733e-06	7.64090705344e-05	5.72087621464e-05	3.65567864335e-06	6.855784808840001e-06	2.79141171725e-06	1.9379307182200002e-06	9.47060060532e-05	2.65030546204e-05	1.90002707511e-05	0.0	1.65687925537e-06	5.31496992226e-05	0.0	9.957640150639999e-06	8.36446843295e-05	1.95485906653e-05	4.47753426929e-05	1.61738514888e-05	1.67213255209e-05	3.6488178683300004e-06	0.00035962638174526245	5.84840141416e-05	4.31413963646e-06	0.000449629339480745	1.56544098219e-05	1.62182012879e-06	4.04556751409e-06	7.787612432730003e-06	7.50458508674e-05	0.0	0.000280032558842415	7.62964886263e-06
M00728	3.0727832841400005e-06	3.2895548154500004e-05	2.3362051820599997e-06	9.710858716185e-05	1.376122095825e-05	1.4951150706665e-06	7.1265829456449994e-06	4.404510678e-06	9.414468553635e-06	5.90719794519e-06	1.27409583159e-05	9.87425135377e-07	6.89235226173e-06	3.768946625545001e-05	8.204650421965e-06	1.798895230075e-06	6.590179894105e-06	7.848169109795003e-06	8.6455109701e-05	5.175105835885e-06	3.424747346225e-06	1.4950786807055e-06	2.3123901968e-05	0.0	8.004900602605e-05	9.801286293365e-07	6.437497093790001e-06	0.0	5.79110445782e-07	8.844395513905e-05	3.284130931365e-05	0.0	0.0	0.0	4.8307007457000014e-05	2.0443733191950003e-06	6.73250263386e-06	3.903979905985e-06	1.591132197845e-05	2.61212748104e-05	0.0001419390144705	7.370085875524999e-05	0.0	4.35080353696e-05	1.01057119564e-05	2.080135415245e-05	1.075421861042e-06	6.1259456023e-07	4.75960958586e-06	2.667864369525e-05	0.0001155534881225	0.0	5.1002792837999985e-06	1.2346041200399996e-05	1.5023423249095e-06	2.4998315843950002e-06	8.150725050895e-06	0.0	0.0	0.0	7.81792213243e-06	5.366538525315e-05	7.51422884302e-06	3.78662651575e-06	7.496343467159999e-06	2.02188580229e-06	8.080591555445e-05	0.0001098119634725	2.25690471198e-05	2.63459161647e-06	6.78612365898e-05	0.0	9.658678117964999e-06	8.876144446544999e-06	7.065041263675e-05	3.843942055395e-05	2.68519010973e-06	6.7791451348300004e-06	1.833852252441e-06	1.083419546554e-06	8.688077762225e-05	2.11654828229e-05	1.83819457591e-05	0.0	1.268368543947e-06	5.243339031165e-05	0.0	9.384839106925e-06	8.05874663185e-05	1.916387076305e-05	4.217115188355e-05	1.307564639082e-05	1.5693450174550002e-05	3.582276477905e-06	0.0	5.479407920295e-05	4.0534405597550006e-06	0.0	1.43775362733e-05	1.2965159668585e-06	3.4829318865300004e-06	6.057716401530001e-06	6.364661059535e-05	0.0	0.0	7.14520339653e-06
M00729	0.000286385982725	0.000323469923371	0.00022866688892000004	0.0002140671556995	0.00015449197349835006	0.00029794307989200003	0.0003400339959715	0.0004588906826569999	0.0003126640166925	0.00036892676859	0.00027278594622800003	0.0002068965005435	0.00029119990035299996	0.0002068012679315	0.0002595632885475	0.0005083067196325	0.0003734737861465	0.00032425210021349985	0.000265113233295	0.000242145136643	0.0003891341965565	0.000307280681755	0.00034736892665400003	0.0002213808774005	0.00030596123213549994	0.0003011137787155001	0.000383581263667	0.00034912886989400013	0.000364696779539	0.000215806067454	0.00035045483007300007	0.000303700285258	0.00033096136970050004	0.0001520536139725	0.0003883322608965001	0.0002757220535095	0.0004413055699545001	0.0003971298532265	0.0002647519963425	0.000182345625372	0.0002417648699365	0.0002544478394675	0.0004130651005685	0.00030192453378400004	0.00019741870563500002	0.00031257408006750014	0.00020852970536400003	0.0004058800289715	0.0002938557430495	0.00025205493163799996	0.00021434188033300002	0.00032277612305550013	0.00024843769269299997	0.0003005657300935	0.00032870298235	0.0002982858430095	0.00013267466239799995	0.0003409036890765	0.000202318215005	0.000265861187194	0.0003482508955815	0.00042210771444699995	0.00024253468229650004	0.00039388814053	0.00032449909928950003	0.0003659634692000001	0.00026300986013650003	0.0002666314005705	0.0002559084482415	0.00036032269736950014	0.00030783164378650013	0.0002083186278025	0.000274385964932	0.00024069921573099997	0.00026709099090799996	0.0002343220587614	0.0003608260592435	0.00032387782130300003	0.00027462923598949994	0.0002364204322215	0.0001932954087065	0.0003030373788825001	0.000257698286396	0.0004606211817509999	0.000251809843617	0.000319013923365	0.0002510680454865	0.0002114543323397	0.00027384517885350004	0.0003418660300080001	0.0003242959722755	0.000296081957545	0.0002474916315975	0.00025396500038700004	0.0003842800856325	0.0003573129681675	0.0002915812349225	0.0002640012971865	0.000346198094957	0.00033803761021300005	0.000289342677629	0.000395603953862	0.0002757047950875	0.0003079145712215	0.0001894055498485	0.0002767013421355
M00631	0.00028415144726800005	0.0001498829851265	0.000182283632068	0.00018842989524599997	0.0001274924669982	0.000299748960376	0.0002376495434285	0.000189872971349	0.0002523869861475	0.0002464530185265	0.0002445307535945	0.00019002921632900002	0.0002794264528925	0.00022847824724200004	0.00017688739754799997	0.00017226351626199995	0.0001618239514505	0.000186873585471	0.0002127152568265	0.000208497210557	0.0001269642692495	0.000211591090706	0.0002394874714585	0.000185820188231	0.000184635456935	0.0002534158719675	0.00019028324394799998	0.000271912623321	0.0002496657731375	0.000246057453342	0.00017885094049449994	0.0001270266626	0.000207098379685	0.0002173267780575	8.620766571444999e-05	0.00023900207959800005	0.00019265562454	0.00017669719296299998	0.0003597359135995	0.000251487506013	0.0002433236099925	0.0002025924650575	0.000232113525591	0.00022762222021000003	0.00021447864819900002	0.0001392695221195	0.00016472723350249998	0.0001532060298945	0.00018292336343799997	0.000205129027087	0.000192406447126	0.0003209903606855	0.000243124634803	0.0002185712000115	0.00016698469698	0.0001802989558585	0.0002063398622945	0.00028920591684950003	0.0002076102516375	0.0002198156553295	0.000269453634996	0.00017811052234100006	0.0002480363275005	0.0002280768789435	0.0002185278612435	0.0002010072804015	0.0002330843201335	0.00023481834786000003	0.0002139330383375	0.00017859203248499995	0.000203164400722	0.00021586162015050004	0.000267646362877	0.000269378877274	0.0002070085601115	0.000232295852629	0.0002019058718325	0.00023296580252900006	0.000164784691505	0.0001972363393765	0.0002261658625635	0.00029219572155299994	0.000211514034137	0.0001743865052805	0.0002112432009355	0.0002406745505255	0.00027097953321250005	0.0002212500571295	0.000180104267258	0.000184700026947	0.0002110539687865	0.000223604219277	0.00015199654537150002	0.000135258744584	0.00028620840642200004	0.0001891845113335	0.00017754038441900003	0.0002298055268295	0.00033386523684700005	0.0001806655872235	0.0002450162596755	0.000188850497391	0.00017591216001700002	0.0001812484633325	0.00022539911839850006	0.000231975585606
M00632	0.0003961935888865	0.0004278747550090001	0.0003359045987365	0.0002897258918695	0.0002595052643225	0.0004136041418755	0.000444014487806	0.00031836926846700003	0.0003935997040895	0.0004080643252185	0.0004008387690495001	0.0003230338054445	0.000366818641997	0.00027169730323900004	0.000383553527348	0.0005064830586585	0.000446672023906	0.000410509486056	0.000380014566474	0.00036337002603400005	0.0004532951003015	0.0003802512992785	0.0004383734782975	0.0003957326377575	0.00037064297784199994	0.00042901768727150014	0.0004595676553815	0.000474780125923	0.0004554524525345001	0.00028443408933100003	0.00044025223658900004	0.0004243654974365	0.000428021499834	0.00029740235576500003	0.0003573289800715	0.0004091131817845	0.0004751116792435001	0.0005418511793165001	0.0004015285168955	0.00035087132200899997	0.0002930912689635	0.00030004692017400003	0.0004909966032005	0.00037778453585100006	0.000362459263989	0.0004234980305955001	0.0003642557036215	0.0004411078163745	0.0004040617944335	0.000357571714602	0.0003824091455105	0.000372746993505	0.0003753584815405	0.0003842232638555	0.000433609641513	0.000416846494136	0.00030529467939	0.0004932616963105001	0.000363737896855	0.00038628670252800003	0.00048607596577	0.000499078418667	0.0003664644510985	0.00034773085691699996	0.0003979124206635001	0.000453626142517	0.00034388714895999996	0.0002836503051925	0.0004029027883405	0.0004787588977534999	0.0004011576487465	0.0003335845724325	0.0003391694482315	0.000412039427558	0.0003212843639625	0.0004273121413545001	0.0003960357618655	0.000415928325483	0.0003955352713075	0.0004446943996530001	0.0002834792363825	0.0004084961622665	0.000374886737843	0.0004309770930195	0.00033922388255900004	0.00033571118020700013	0.0003796806740235	0.00033311267203600003	0.000330748141282	0.0003918909399700001	0.0003754548072425001	0.00044996494232199996	0.0003645648285815	0.0003993517267955	0.0005066192872630001	0.0004746837856895001	0.00040754424922900004	0.0004600367365260001	0.0004446578307935	0.000458872358846	0.00035543169286100004	0.00049712566746	0.00034941703140599996	0.0005305816336495	0.00032228560845250004	0.000454287646826
M00754	7.195410472935e-06	0.000152417725723	1.1812377456649999e-06	0.0	2.58583590313e-06	0.0	9.561038920565e-06	0.0	1.73491126908e-05	1.9863500614099997e-06	9.81214957599e-06	0.0	0.0	3.8954681605600005e-06	4.256201847955e-05	1.7256041532900002e-05	1.403384058545e-05	1.7553923070400006e-05	1.8838507732150006e-05	0.0	1.59083406627e-05	6.96409221005e-06	2.54836776948e-05	0.0	1.249969474155e-05	0.0	5.797651806845e-05	0.0	1.14524949823e-06	3.998427554675002e-06	3.035517030775e-05	6.95873171734e-06	6.217639553425e-07	1.4592024339e-06	0.000128118539363	2.131147876395e-05	0.0001227390518552	3.6634734380150003e-06	6.613789699474998e-06	0.0	0.0	9.911680213735e-07	0.0	9.23028281639e-06	1.662106602875e-06	0.0001015983628876	1.377452667495e-06	0.0	3.44209919821e-05	9.37994874451e-06	2.46703536916e-05	0.0	1.4881075435299999e-06	2.10388109316e-05	0.0	5.595324270685e-05	0.0	0.0	1.1568110457275e-06	8.896541563765003e-06	1.59171607739e-05	5.32453439618e-05	1.46787398504e-05	1.86607992287e-06	4.427383122505e-05	1.982397210285e-05	4.819767644335e-05	7.7539585076e-07	3.4172016493900014e-05	3.6790681885e-06	5.51874020859e-05	0.0	3.0743379818150002e-06	2.6443877458300003e-06	2.91432354691e-06	0.0	3.3384860677049998e-06	2.625992816215e-06	6.771296125685e-06	2.1786105762950004e-06	1.594510820405e-06	5.2380407307799986e-06	6.487131970965e-06	2.6704295291099997e-06	4.6241949757000005e-06	3.0859349281700004e-06	0.0	0.0	1.49112819315e-05	5.5143618365e-06	6.57227213436e-05	1.2123647796905001e-05	8.562221854635e-05	3.347462960755e-06	6.069457271879998e-06	2.21986712339e-05	0.0	0.0	1.532331740735e-05	4.405190625065e-06	9.4370119779e-06	3.568942516935e-05	0.0	2.671554690975e-05	0.0	2.13756310846e-06
M00635	3.327675848005001e-06	1.7794548431799999e-06	0.0	0.0	0.0	0.0	5.8048122974e-06	0.0	7.285288793405e-06	1.023568840925e-06	3.62300763055e-06	0.0	0.0	1.046576855889e-06	1.2478508294140002e-05	2.665265510055e-06	4.008819319785e-06	9.923696238665e-06	9.385958774959999e-07	0.0	2.45519566106e-06	7.6462502443e-06	1.2935383989200002e-05	0.0	1.99707636015e-06	0.0	1.49681741305e-05	0.0	1.043875471291e-06	2.4872076301849996e-06	1.319249866545e-05	0.0	0.0	0.0	3.85641546327e-05	8.75090963957e-06	1.572961116985e-05	2.1946124105e-06	2.362966157945e-06	0.0	0.0	0.0	0.0	2.872269722995e-06	1.6283162722249996e-06	2.972344281085e-05	6.88839045815e-07	0.0	1.0453610489e-05	2.5611046820150003e-06	9.02642622835e-06	0.0	1.3226735612185e-06	2.568547137395e-05	0.0	2.452018488195e-05	2.3272393365149998e-07	0.0	0.0	3.6100665510449998e-06	6.543863474054999e-06	7.48508741511e-06	3.02995179266e-06	0.0	2.82299191384e-05	2.66458526128e-06	5.40196756038e-06	5.10879878985e-07	2.1484565973e-06	7.451571293944999e-07	4.31038404072e-05	0.0	1.231540247935e-06	2.8047390822600005e-07	1.239109727685e-06	0.0	2.30849827743e-06	1.5076350127754999e-06	1.5299984673450001e-06	3.199515054225e-07	1.517523144645e-06	3.408466072025e-06	4.107197641525e-06	1.22475782558e-06	2.106430084575e-06	0.0	0.0	2.00850298032e-07	1.1187347172e-05	1.73024106587e-07	1.0257533976955001e-05	7.491937291210001e-06	7.274713960445e-05	0.0	1.21617928296e-06	1.578494874775e-05	0.0	0.0	5.5617148636e-06	4.16291795403e-06	1.028195851985e-05	3.716519279670001e-05	0.0	1.154931032865e-05	0.0	1.1051520670855e-06
M00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6930736148889998e-06	0.0	8.43948091377e-07	0.0	0.0	7.690203365210001e-06	3.4789453273e-06	2.003013614565e-06	0.0	1.4126694732709999e-06	2.00507210111e-06	9.552483419014999e-06	0.0	7.399762296464999e-06	2.6568435563700002e-06	3.4507127137050005e-06	0.0	2.5639674105549998e-06	0.0	0.0	1.955916440855e-06	2.1921530615950002e-06	6.718246681030001e-06	0.0	0.0	0.0	0.0	3.6247124309150003e-06	0.0	1.1865298602789998e-06	2.2561128354735e-05	8.167559586305e-06	3.2085995513650003e-06	0.0	2.4999217547050003e-06	0.0	1.7341249298999996e-06	0.0	0.0	5.05413605636e-06	0.0	3.93733864075e-05	0.0	0.0	3.84163524669e-06	5.8156524191550015e-06	0.0	0.0	1.234223309601e-06	0.0	1.1435043489125e-05	5.738288143410002e-06	0.0	0.0	3.221139778945e-06	2.39413711302e-06	0.0	1.3396389485015e-06	2.84415820097e-06	1.6071060144750004e-06	0.0	1.62863880225e-06	0.0	0.0	0.0	1.9215363429e-06	0.0	5.479969016675e-06	5.129500656385e-06	0.0	1.011400755385e-05	0.0	2.06768134921e-06	2.983771108955e-06	3.9036348424e-06	0.0	5.346999959065e-06	1.8392136597650001e-06	5.759996996769999e-06	6.839314704438e-06	8.174480291555e-06	1.4732034056600001e-06	0.0	0.0	0.0	1.481259535714e-05	1.5072668312449996e-06	0.0	8.867933940409999e-06	0.0	3.6345731281300003e-06	3.264846220675e-06	4.751553645630001e-06	1.4184725635149997e-05	0.0	0.0	2.6927216193850004e-06
M00518	4.350537563185e-06	6.6703015033650004e-06	7.35190752075e-06	9.06252050893e-06	1.1746821113855e-05	1.854340876515e-06	1.061664879897e-05	8.760585345325e-06	4.42265674284e-06	6.11430691296e-06	8.39141532529e-06	2.314534898543e-06	4.92410527705e-06	7.220312501175e-06	3.41826312978e-06	7.014453309675e-06	6.52673225542e-06	1.0364430712780001e-05	3.207230080325e-06	9.385583733610002e-06	3.126991038185e-05	4.3597924723150005e-06	7.1424667651399996e-06	4.074174670635e-06	1.184687674241e-05	8.68548425173e-06	8.413157193395e-06	5.2138791241149985e-06	9.81996138966e-06	6.8402329535e-06	5.6122029872699995e-06	7.459834004535001e-06	4.0608446740450005e-06	6.691906119719999e-06	4.87724898576e-06	9.126293132115e-06	1.1811815199880001e-05	5.58444973117e-06	4.6740460891750015e-06	9.311204211899997e-06	1.5320957621505004e-06	4.779910282895001e-06	6.804831952559999e-06	7.323505173575e-06	1.1238189269664999e-05	7.622322153545e-06	4.178237967865001e-06	3.9728467776700014e-06	9.416821984994999e-06	1.22693631135e-05	6.417714580544999e-06	2.65804112061e-06	7.4350683974399995e-06	7.682833402729998e-06	6.106458121095e-06	8.554885931735001e-06	1.65855493375e-06	8.036710117519999e-07	1.1208696407365e-05	3.57254596534e-06	7.25944541201e-06	8.118634158024998e-07	7.465609918725e-06	1.0164968190035e-05	3.1766577652150003e-06	5.262827061084999e-06	2.70570671585e-06	6.606091414229999e-06	6.5581491033e-06	4.76360713124e-06	1.79854175087e-06	5.0664173562599995e-06	1.1219153119230002e-05	4.2316486282699994e-06	4.219985184994999e-06	0.0	7.433933734125e-06	6.893686893535001e-06	8.830682804545e-06	3.184051856905e-06	2.8543294501599997e-06	0.0	6.5380969359700015e-06	8.777186008780003e-06	1.0674156636219999e-05	5.848406019419999e-06	2.791814041125e-06	1.8419212519600003e-06	5.15423175179e-06	7.32717372184e-06	5.915287416105e-06	6.667543154765e-06	1.163316192916e-05	3.822491376715e-06	8.859233172555e-06	4.435563130085e-06	4.54994095241e-07	5.9015627717800006e-06	5.60341369015e-06	3.5720994245349997e-06	8.213666223400001e-06	4.687766628385e-06	9.857417911060001e-06	3.3781526070035e-06	2.61611045384e-06	1.100493000199e-05
M00519	0.0002041635220765	0.00021289822664800006	0.000449108630334	0.000366550441175	0.0004180146311	0.00032117044727950013	0.000496521120613	0.0003724967225175	0.0004280827989995	0.0003919141007145	0.000203800267752	0.000204689678959	0.0003887979789320001	0.0001930023675425	0.0005135393474940001	0.0003729638476235	0.000311731611708	0.0004662716232495	0.000289603936478	0.0001602656974845	0.00045492358986	0.000441509623674	0.0005939143220315001	0.000246132732536	0.0002867011661435	0.00032240163919650003	0.0004518688379705	0.0003307687275255	0.0003743621930365	0.00012912445849700002	0.00041100449538	0.0007441058022760001	0.000438909602534	0.000231688446857	0.00039244089408	0.000323194346556	0.000486843783227	0.0005459367861929999	0.0002868095609175	0.000131592776666	0.000242913704731	0.0001928264744215	0.000292876245946	0.00025416164821800004	0.000222364301655	0.0002820580876095	0.0001609066507995	0.0005593631886035	0.0002229690347135	0.00023880992358799998	0.000201133766801	0.0002837813271355	0.0003272623260355	0.0002081936075915	0.0003985240861265	0.0005351995057785	0.000328241411236	0.000219960840092	0.000307743894715	0.000297517184847	0.0003527366493855	0.00036592194246599995	0.00034347643003950005	0.0002216389590215	0.0002838480332980001	0.0007053528759260002	0.000207987366693	0.000248678929	0.0002511574870905	0.000443513218349	0.0002847732419205	0.0001972935114115	0.00040905489813499986	0.0002865685140495	0.00010057184310085	0.0001792939381515	0.0004828372427885	0.00029777062496199995	0.0006249629974255	0.0002158272007535	0.00012691106337450002	0.00030142713431299996	0.0002605712267235	0.0004969484249230001	0.00033071517199	0.00013736216789950005	0.00013599540750999998	0.000249038653227	0.0002160717500375	0.000320326119427	0.0003512686596375	0.000268321322158	0.00044244098652999994	0.0005162446141545	0.0004442070200305	0.0004779961817169999	0.0003907843127845	0.00042743770699199996	0.0003605968662485	0.0005378518844830001	0.0003473149262155	0.0004594572474085001	0.000152919811296	0.0003542617493225	0.00016352520523299998	0.0001833105107445
M00740	0.0003027415563	0.0	0.000192038647905	0.00025351310154799996	0.000217347802034	0.0	0.000153274825306	0.000213191832978	0.0	0.000214379303667	0.00032374621302099996	0.0	0.000243492743827	0.000196083358975	0.000169600594849	0.00011433718999600001	0.00022252623266799998	0.000196543176908	0.0002549168481135	0.000261078452402	0.000116181442656	0.00030337541776650004	0.000177990051332	0.0002843799166545	0.00018320183845099998	0.000206581683131	0.00014179939823800002	0.0	0.000202607380405	0.00020231544231599997	0.000249513839782	0.000160428741336	0.00016721763962200005	0.00016914920982	0.000221113321655	0.000248723195318	9.33817989793e-05	0.0	0.0	0.00021555037902299998	0.000182949952705	0.0	0.00020077535771900005	0.00020665541059299998	0.0	0.00026302333451299996	0.00025801454962	0.000230357227781	0.0	0.0	0.000185268913396	0.00021155202528800002	0.000258765422279	0.000279656737631	0.000273920435847	0.000187522737592	0.00038439215203900004	0.000263159870863	0.00022140020736900002	0.00021091701478799998	0.000289491318009	4.34839160235e-05	0.0	0.00019345371283400009	0.0002502694899735	9.68226112764e-05	0.0	0.0002743915193485	0.000312196879172	0.0002173938150515	0.0	0.0001996989014985	0.00023480981067900005	0.000240601687723	0.000231590580277	0.0003323613963909999	0.0	0.0	0.00018004912399	0.000238679431286	0.000218298511406	0.000161577380705	0.000206279925994	0.000186974668765	0.000280959269282	0.00029278768485299997	0.0003633076058805	0.00030352912412700005	0.00020555219584400002	0.00021106291045299997	0.0002711052478545	0.00022625183179700002	0.00020314997025000002	0.0	0.000233052943623	0.00022370101059200002	0.000200316429869	0.000277626053023	0.00023858847552300002	0.0	0.000247719144539	0.00018018786535599997	0.000276311321046	0.0002203337692775	0.000289831488989	0.00029681884222099994
M00620	0.000125834385121025	8.4665089687225e-05	0.00012474201355899998	0.00010728931592899998	0.00014535799566125	0.000108802059526	8.985024540059374e-05	0.00013452628984625002	0.00014225646580771	0.000128918844615504	8.1608677315075e-05	0.0001687122175452875	0.00014510498957274998	0.0001102097913035	0.00013778298410100002	7.95776393262e-05	0.00011907963985125	7.730331884168e-05	0.00010480977885116	7.136965642185001e-05	5.82461563195e-05	0.00014729919421325002	9.61550642528e-05	0.00010194855361665	9.142235128470623e-05	0.00015946552217174998	8.95773392139625e-05	0.000113710800445	8.648568566075247e-05	9.0188693693975e-05	0.00011945558864355424	0.000101873553234325	8.268200747750003e-05	5.654732810575e-05	6.9075407205325e-05	0.000148644442168	6.06904629705875e-05	6.578115872919336e-05	9.22043632513e-05	9.6214797449175e-05	7.267734682488124e-05	0.000100681466103675	0.0001366570051615	0.0001062322582415	0.000128764582693625	9.5928569032025e-05	8.391694671635e-05	0.0001101885608331	9.850494530865e-05	0.00012955263269650002	9.474976625507e-05	0.00011957257349125	0.0001272615474135	0.000105140766566275	0.00012696998848124995	0.00010604535896448752	0.00016254646816775002	0.0001151720300775	0.00012386261004762494	0.00011943203672200001	0.00012558912255075	3.11729355481375e-05	0.000111382095057	0.00012663121324835	0.000109780568786	6.516291213491126e-05	9.518780032264288e-05	9.63790493068575e-05	9.4089591726175e-05	0.000125980530356	0.00011519612298425	0.0001281018697599	9.58106370836e-05	0.00012954910932475	0.00014076713146812502	0.000127235480452825	9.968129060461501e-05	0.000107345643025	0.00011072993068275	0.00016733326305002502	0.000102272855737825	0.00014731825916575	0.00010866691111225	0.00014045737832125	0.000112332876784225	8.68815009587e-05	0.000143056855831475	0.000129311307747375	0.00011039932839721624	0.0001016703236085	9.509394975725e-05	0.00010641644017026	0.00011431249387775	0.00011296419018268877	0.00011648714832133252	7.35960826235e-05	0.00011285378188523001	0.00016826912637775006	0.00012238681774700001	0.00014689248147555	0.00013040932205900002	7.700125928665e-05	7.001201096235e-05	8.98514564365e-05	0.0001513088594422	0.000127081284262225
M00742	0.0002548267292988437	0.0003344593198427625	0.0002697724972736076	0.00025519723572862496	0.0002073743823438375	0.0003221723272378263	0.00043033297624772005	0.0002467701084389188	0.0003426729784723462	0.000403694563234665	0.000392066353871075	0.0002172717323950056	0.00033883825271142513	0.0002625232822301	0.00031165625583495	0.0005640351341725049	0.0003835652047214313	0.00037256797638935	0.00035984982098303744	0.0002820329727184125	0.0004763351103169288	0.0004068287132094625	0.0004068517310265889	0.0002817038903570212	0.00037442362506317497	0.000423277329296025	0.0004728090780616375	0.0003734403968159125	0.0004096425311681787	0.0002626096109216125	0.0004766996051786375	0.00034933360234793744	0.0003684558946814388	0.0001904292286021376	0.00047939531686565635	0.00034455349591314875	0.00037621036702438	0.00041208680596675247	0.0002917643631378	0.00026479682088835	0.0002488941796756251	0.0002734450132886875	0.0003917551169281463	0.0003383073037276875	0.0002137531225405125	0.00038507392361320007	0.00021280698462711498	0.00048807926703840624	0.0003118255032741576	0.000290373609868325	0.000319683056174875	0.00033148746129185497	0.0003896093219785176	0.0004310997468100437	0.0004103065145470738	0.00043573228396312003	0.0002762966938068125	0.0003768196964137627	0.0002763375078509474	0.0003679406432528813	0.0004863382718996625	0.0003868361663051	0.0003799388800306463	0.00027261861958061	0.0003792860347673638	0.0004864378357175662	0.00029083184221405	0.0004313127705825875	0.00030165554458505	0.00042188498731772495	0.00031714941572473634	0.000271155526651475	0.00029426119418897743	0.0003557095231751213	0.0002828302204302625	0.000422239629058825	0.0004646229761739876	0.00034082059335523754	0.00033908420482409504	0.0002975286105553388	0.0002676674421405	0.00030465418005075123	0.0003198511439598375	0.0004290491956982375	0.00035598999561980624	0.00030403949827563753	0.0002511785625826576	0.0002456951440559	0.000263766367604075	0.000400280204812075	0.00037922517298265	0.00037795153909445	0.0003220825507946762	0.00032217918343909	0.0004585606822050663	0.0004537907148795288	0.00036865691789324636	0.0003356646638647288	0.00046931097900165	0.0005993938238880763	0.0003483308211230925	0.00043137095299766	0.00033086916670599994	0.0003137032619199864	0.00023431311336360498	0.0002884217179493912
