	10369.Gastrectomy	10673.Gastrectomy	10733.Healthy	10354.Healthy	10183.Healthy	10519.Healthy	10463.Healthy	10037.Healthy	10647.Healthy	10341.Healthy	10360.Gastrectomy	10784.Healthy	10114.Healthy	10751.Gastrectomy	10132.Healthy	10297.Gastrectomy	10563.Gastrectomy	10056.Gastrectomy	10618.Healthy	10791.Gastrectomy	10554.Gastrectomy	10068.Gastrectomy	10208.Healthy	10258.Healthy	10599.Gastrectomy	10486.Healthy	10291.Gastrectomy	10340.Healthy	10105.Healthy	10558.Gastrectomy	10176.Gastrectomy	10304.Healthy	10672.Gastrectomy	10794.Healthy	10537.Healthy	10509.Gastrectomy	10659.Healthy	10060.Healthy	10623.Gastrectomy	10395.Gastrectomy	10197.Healthy	10455.Gastrectomy	10433.Gastrectomy	10782.Gastrectomy	10457.Gastrectomy	10319.Gastrectomy	10064.Gastrectomy	10025.Healthy	10234.Gastrectomy	10703.Gastrectomy	10742.Gastrectomy	10317.Healthy	10257.Gastrectomy	10207.Healthy	10058.Healthy	10250.Healthy	10850.Healthy	10684.Healthy	10562.Healthy	10451.Gastrectomy	10355.Gastrectomy	10080.Healthy	10106.Healthy	10112.Gastrectomy	10696.Gastrectomy	10048.Healthy	10156.Gastrectomy	10215.Healthy	10690.Gastrectomy	10192.Gastrectomy	10423.Gastrectomy	10465.Healthy	10219.Healthy	10632.Healthy	10540.Gastrectomy	10741.Healthy	10378.Healthy	10302.Healthy	10574.Gastrectomy	10776.Healthy	10807.Healthy	10107.Healthy	10501.Gastrectomy	10538.Gastrectomy	10244.Healthy	10231.Healthy	10166.Gastrectomy	10246.Healthy	10104.Gastrectomy	10189.Gastrectomy	10167.Gastrectomy	10680.Gastrectomy	10657.Healthy	10036.Healthy	10357.Healthy	10243.Gastrectomy	10100.Healthy	10543.Healthy	10698.Healthy	10226.Healthy	10205.Gastrectomy	10342.Gastrectomy	10321.Gastrectomy	10487.Healthy	10701.Healthy	10810.Gastrectomy
M00219	2.96813708289E-6	8.62308223515E-7	3.5065307741150002E-6	6.653611994707499E-6	1.0787355522625002E-5	2.9538396317974996E-6	2.44187663062E-6	2.34434647198E-6	3.62103438557E-6	8.5615362987525E-6	1.1608940444465E-5	2.12628097597E-6	0.0	3.5390052136325E-5	1.4174147783525E-6	2.21555403804125E-6	4.1808078898775E-6	7.0084864400875E-6	8.725432322517499E-6	7.6497076965575E-6	7.2538125409575005E-6	2.0958026057775002E-5	3.45975643516E-5	8.1969363503E-6	7.873089349399999E-5	2.1183502252125003E-6	1.1045139577777498E-6	1.4448410091650001E-5	4.7318075032300005E-7	7.4971478421225E-5	1.9879087629925E-5	8.703695255875E-6	2.9877436197674997E-6	8.8075850306525E-6	6.123897088025E-6	8.397765116694999E-7	1.17825991715325E-6	6.58161767064E-7	1.4827738667675002E-5	7.313232096925E-6	0.0	6.396456428440001E-5	9.02326672914E-6	4.3934615602325006E-5	1.20177269977E-5	2.05606296933E-5	1.915040471415E-6	9.3208181513E-6	3.7852367840725003E-6	4.7606247967724995E-6	6.733242834769999E-6	4.427651808995E-6	1.78375354895E-5	3.7499323560225E-6	1.9423118596075E-5	1.16100065519625E-5	3.2831545419225E-5	2.6663412403075E-6	4.312040438887501E-6	4.054938311765E-6	9.602927122999999E-6	2.2381686474725E-5	2.0478276192925E-6	0.0	5.9850818471075E-6	1.3370561139765E-6	2.360511472125E-6	8.638618722275001E-5	3.186451414195E-6	8.093117224265E-6	6.94009125205E-7	5.742200231269999E-7	1.7777040449287502E-6	6.843440853315001E-6	2.765342956115E-5	2.08790383862825E-5	5.7763145142975E-6	9.35693948856E-6	3.65670925211E-6	2.38480295878E-6	7.5586435932825E-5	4.4413782074175E-6	1.28410456248E-5	7.499750396495E-6	5.28581247102E-6	3.93958690628E-5	9.532881374227499E-6	8.12073116091E-6	1.0839824030685E-5	1.825293630175E-5	5.1054972945899997E-5	1.1374021546885E-5	3.315235264615E-6	0.0	5.129233430217499E-6	6.00392255238E-6	1.29517615896E-5	2.7106249060100004E-6	1.378165646245E-5	7.058341918032501E-6	5.6654043983274994E-6	2.7180558288225E-7	4.4693519660750006E-5	4.422366813405E-6	3.1237848823250003E-6	1.30574066063925E-5
M00440	1.4332252303038002E-5	4.2642865579340004E-5	1.89582700717E-5	7.883107958164E-5	2.434047320914E-5	2.467758451802E-5	2.067049548554E-5	1.923282881092E-5	2.8018994435079995E-5	2.5710813218880002E-5	2.084373388904E-5	5.4109071697E-6	1.5114031411159997E-5	4.17197776892E-5	3.957978997188E-5	7.151774255802001E-5	2.193124986386E-5	1.7878863759384E-5	8.63936121965E-5	1.970044061528E-5	4.547481924023E-5	1.621405429152E-5	1.948048968938E-5	1.8543915434560003E-5	9.614540445028E-5	1.814385403508E-5	1.6189990057780002E-5	2.4189291313440003E-5	1.1722829992773999E-5	9.670461540177999E-5	3.33137750865E-5	5.364189567044001E-5	1.2963483098162E-5	3.41924237929E-5	1.8464149676799998E-5	1.791574140894E-5	1.1919259908724E-5	2.328421458486E-5	2.464887233358E-5	5.07484163893E-6	1.6871416609300001E-4	8.32304597418E-5	1.720131766709E-5	4.9641759548120005E-5	2.162353778598E-5	3.400648914142E-5	8.327325703388E-6	1.5488169864236E-5	1.4736087491300001E-5	4.22302593635E-5	4.1550970516540004E-5	1.0946964714752E-5	2.328069709804E-5	1.6378160215139998E-5	2.220026058794E-5	3.903426636504E-5	2.45139295078E-5	1.1884101290272E-5	2.8389008539820003E-5	1.729221846944E-5	1.961762186782E-5	4.684968506392E-5	1.280112666167E-5	2.5323476048839998E-5	2.3363208381708E-5	2.1144337688980002E-5	8.662720978442E-5	9.888355251799999E-5	3.33810805331E-5	2.328680731164E-5	6.583373657406001E-6	1.6613689235426E-5	4.4416986194459995E-5	2.115242742826E-5	8.276726444584001E-5	6.488310810064E-5	3.796577154292E-5	1.51078776405E-5	2.066181296696E-5	2.6043334613099996E-5	1.0875536245888002E-4	4.176922794866E-5	2.096768888102E-5	2.9221964728079994E-5	2.506732088516E-5	6.042933528156001E-5	9.870081609643999E-6	3.727672002936E-5	8.171483452145999E-5	3.3732139581180003E-5	5.279994667568E-5	1.963234410784E-5	2.244267763856E-5	1.0303284555279997E-5	1.792863018638E-5	3.699328446817E-5	7.01546345719E-5	2.7496252064480002E-5	2.5775905206960004E-5	1.2459168183977999E-5	1.724280785204E-5	1.3020210630292E-5	6.751390473964E-5	1.2038354679147999E-5	2.0376259657739997E-5	3.0175141072379996E-5
M00320	2.2153354219966667E-4	1.1233752267356666E-4	1.1735934987600001E-4	1.76653763157E-4	1.95000163077E-4	2.0958978452400003E-4	9.205103684483334E-5	1.6714896795766668E-4	1.2731877439333336E-4	1.34646304913E-4	3.346692001786667E-4	2.1760187804166668E-4	1.6388988707333334E-4	1.804150493703333E-4	1.4295384717466668E-4	1.0131430332116667E-4	1.6617645110099998E-4	1.2381690748366667E-4	2.001452681856667E-4	2.708499834593333E-4	8.389910114349999E-5	1.5344387883366666E-4	1.1170781411593332E-4	2.4446037357166666E-4	1.7276739316633333E-4	1.2683236693433332E-4	9.297419821396668E-5	2.5263044837066666E-4	1.574265038796667E-4	2.567031250736667E-4	1.8075324335933333E-4	9.740634414406666E-5	8.610501228606668E-5	1.91017637999E-4	1.360105595153E-4	1.5920013635666667E-4	7.986548030320001E-5	5.181908419673334E-5	2.3154279793766665E-4	1.9215267815E-4	3.366086172556667E-4	2.3796097745833333E-4	1.5663590323566665E-4	1.8797815715333334E-4	2.16385372212E-4	2.2363796319566664E-4	1.9357264444E-4	1.3264536317366668E-4	2.53936245425E-4	2.278944499056667E-4	2.5250789190500006E-4	1.4953220770000004E-4	1.7758137910099997E-4	2.5193189622400007E-4	2.640851420036667E-4	9.457373263746668E-5	2.05499575987E-4	1.9554975327766664E-4	2.0338260737533332E-4	1.5217303926233332E-4	2.31934433915E-4	7.182775414863334E-5	1.7905525466233333E-4	1.9303746720400003E-4	1.8074453792233332E-4	6.93327501023E-5	2.703200170446666E-4	1.69110121702E-4	2.1602345267133333E-4	1.332433217006667E-4	2.3791099134733333E-4	2.1220327286633334E-4	1.7809776519133334E-4	1.8981315282900002E-4	2.80306439759E-4	3.207747971546667E-4	1.1168205759973334E-4	2.2869008039066668E-4	1.4885844960833331E-4	2.4734475585333336E-4	2.2685560532233334E-4	2.78657163872E-4	1.9954284447800004E-4	1.24907053243E-4	2.5594604696200005E-4	2.9046533959066674E-4	2.7191973131433333E-4	2.2857457221133335E-4	1.969746036633333E-4	1.82909434184E-4	1.7248394290933334E-4	1.6741076469800002E-4	1.50943780413E-4	1.0355557635233334E-4	1.31425825889E-4	1.910794488436667E-4	1.8905488403800003E-4	1.9956844409266665E-4	1.98632431234E-4	1.725257202523333E-4	1.77300831196E-4	1.54782023942E-4	2.5208114981433333E-4	1.382354916E-4	2.0591267849133334E-4	2.696730764326667E-4
M00200	1.800934982285714E-5	6.580710731728572E-5	3.0841243079857145E-5	3.220454140971429E-5	2.300717237457143E-5	3.0483599710571428E-5	5.930459934974657E-5	2.6048469229E-5	4.663357570342857E-5	3.893123523683314E-5	1.2179827682357144E-5	1.8468867127714284E-5	4.3545049664E-5	1.5313010426714285E-5	4.7436930299E-5	7.9439626018E-5	3.9904824953000005E-5	4.397649671557143E-5	4.017332329971428E-5	1.3451666652799999E-5	5.428909565085714E-5	3.596641892071428E-5	4.593800152371429E-5	1.3981637453171429E-5	3.612143418214286E-5	4.614256927985714E-5	5.777424701342859E-5	4.0506389889285714E-5	4.54310124157143E-5	1.0794167137071429E-5	4.4962534158714284E-5	5.9166266118428565E-5	5.1293274607104E-5	1.638728523557143E-5	5.260625892985714E-5	3.767303267930429E-5	7.425177189599999E-5	6.037845740142857E-5	2.4378407170285714E-5	1.1298539609342858E-5	3.0675265861142854E-5	2.5698514246285715E-5	3.1569974326857146E-5	3.8373536177E-5	1.3844350320585715E-5	3.483263812062486E-5	1.7372366782E-5	4.936397809585714E-5	2.4691994436571427E-5	2.557998740971429E-5	1.9845870598142857E-5	4.644508294428572E-5	3.0337270223285715E-5	2.9173614191857143E-5	3.8453405857142855E-5	5.295025206371428E-5	2.6343783309285716E-5	3.2218647957857144E-5	2.4546054547571428E-5	3.571692478445429E-5	3.6509313339857145E-5	1.1270783318485713E-4	2.6060911956714285E-5	2.7852932888428575E-5	3.559926943042857E-5	6.947819923357143E-5	3.2546578027E-5	3.423066399885715E-5	3.116294183014286E-5	4.752031856942858E-5	1.9219660808857147E-5	2.358541683385714E-5	3.444061629357143E-5	3.4977311457428574E-5	2.7836724873571428E-5	3.247371248157143E-5	5.115907151485714E-5	3.6960559493142854E-5	3.6683279759892004E-5	2.5111220824285717E-5	3.057752086042857E-5	8.556080015871427E-5	2.5944938165571428E-5	5.3538292100714284E-5	2.8582157832713724E-5	2.3195793518987573E-5	1.5276525551499144E-5	3.599705190857143E-5	2.882579193485714E-5	4.6167607318285716E-5	4.049989919728571E-5	3.545334020371457E-5	3.687982986571429E-5	4.3200066145714285E-5	4.563578631371428E-5	4.499052412290428E-5	9.779961840957144E-5	5.197839540535287E-5	3.493429106385714E-5	3.733274893042857E-5	3.7717203716E-5	4.838255345714286E-5	1.806201681757142E-5	4.058179952314286E-5	1.8935618531874713E-5	1.5293050769714287E-5
M00442	7.007765832263334E-6	6.779598841106667E-6	9.0364714348E-6	3.4594469510866663E-6	1.1304839383463333E-6	1.940146692583333E-6	1.3736397954E-5	1.1213292471993334E-5	1.0327705932746666E-5	6.21537007947E-6	1.5128311737466668E-5	6.59488778528E-7	1.2649010062033334E-6	2.9046004191633334E-5	3.3726009522366663E-6	7.034073234436667E-6	9.81289457297E-6	9.155013084630001E-6	8.060859098023332E-6	1.0625220598466668E-5	1.2064610894920001E-5	3.5657080736233336E-6	2.8625283355133334E-5	3.06589720222E-6	4.2730741643700004E-5	1.2389688909566666E-5	5.689523641446667E-6	8.859912496266667E-6	7.641709881976666E-6	6.718603075556668E-5	3.378419544806666E-5	7.101929258603334E-6	1.8083545509366665E-5	8.550275711226667E-6	3.87343518858E-5	1.1924851098553333E-5	9.445053531436667E-7	6.127904102853333E-6	8.390764112033334E-6	6.12000459453E-6	3.9385391406866665E-6	7.2656932865133335E-6	1.23448741838E-6	2.3039534076133332E-5	1.0087106650246667E-5	1.180081501131E-5	4.819712758266667E-6	3.3587354689499996E-6	1.84010951339E-5	1.6630951924266665E-5	2.6592311567066667E-5	2.0845123377233334E-5	8.940701311723334E-6	5.026609673596667E-6	7.55463971018E-6	1.0297094995999998E-5	1.37808118835E-6	2.8667350191366667E-6	1.001062535491E-5	5.837779360476666E-6	1.6932497518400003E-5	1.6952830586833333E-5	1.3883995843733333E-5	7.96956383265E-6	5.7631162521800004E-6	1.1923862897533333E-5	4.05266274194E-6	4.2981317310066664E-5	4.86810438998E-6	9.36197395505E-6	1.1966495436100001E-5	7.303292290206667E-6	1.0911970060233332E-5	3.145411253996667E-6	5.47635813912E-6	0.0	1.4295986762866666E-5	6.5940601332E-6	6.497278984496667E-6	2.41358875272E-6	3.575693241683334E-5	1.18093262751E-5	1.4151418920166669E-5	3.46995497458E-5	1.7111902802199998E-5	6.07735584175E-6	4.376807440926667E-6	0.0	9.383532243993334E-6	1.65590000677E-5	7.213968671703333E-6	4.237442196813333E-5	1.1135820395433332E-5	7.188559311710001E-7	1.4986683741466665E-5	2.4256367463000003E-5	0.0	6.0136898493633336E-6	1.1041182161120001E-5	9.414496975753332E-6	7.020965340956667E-6	1.9634977643633334E-6	2.578095231796667E-5	5.714297215546666E-6	2.474998007866667E-6	2.113995714776667E-5
M00443	0.0	3.3507085423349996E-5	4.4446132670849995E-6	6.636830363694999E-6	0.0	8.380070580605001E-6	1.76202679906E-5	0.0	8.379810778845E-6	1.269495215795E-5	0.0	0.0	1.32642331396E-5	2.9981498406250003E-7	0.0	1.690371179325E-6	2.0946203680049996E-6	2.266934798995E-6	3.4259703883300003E-6	0.0	1.2117354149455E-6	4.63998931337E-6	5.96133633252E-6	5.927835642595E-6	1.3073459368549999E-5	0.0	7.206028491675E-6	1.21180159793E-5	6.926041042734999E-6	0.0	1.5630272997E-6	1.071415943335E-4	9.09311676117E-6	0.0	2.5586082370650006E-5	3.203216690985E-6	2.7477013034249998E-5	1.0573641021100001E-4	3.562242251985E-7	0.0	0.0	0.0	0.0	0.0	2.31195748771E-6	0.0	8.89900189951E-7	5.8553188988E-6	3.34754956786E-6	6.172903819450001E-7	4.788946280885E-6	0.0	9.464331831595001E-6	0.0	4.126041285735E-6	8.759668944055E-6	0.0	1.1364852436805E-6	5.0632476090049995E-6	1.4751837955950001E-5	0.0	2.107654807565E-4	8.35012302542E-6	3.58753816222E-6	1.8715143836735E-6	3.2025354055099996E-5	0.0	0.0	0.0	3.2598873024300003E-6	1.86761052003E-6	0.0	2.897413163575E-6	8.54956489794E-6	0.0	0.0	3.74317060077E-5	3.20004481478E-5	2.06350348812E-5	1.52850819234E-5	1.7408028740999998E-6	1.0429140642285E-6	0.0	4.503354665565E-6	2.0572802885E-6	5.115731722585E-6	1.430524644695E-6	7.21675363202E-6	3.954478798675E-6	0.0	2.0618924243850004E-6	0.0	4.6645569890549995E-6	6.372421383165E-5	1.6895190268600002E-5	3.42596546622E-6	7.502302421285E-7	0.0	4.195897886905E-6	5.001874144775E-6	0.0	5.2458846786949996E-6	0.0	1.7203250810785E-5	0.0	0.0
M00202	2.367801983933333E-5	2.6559113930599998E-5	3.262707720286666E-5	4.362078450143334E-5	3.8155211085366664E-5	5.660185443793333E-5	7.687556477533334E-5	2.39719398865E-5	5.906608133136667E-5	5.6335898607333335E-5	2.072021154876667E-5	2.3335546644033336E-5	1.9796866340233332E-5	4.3506774221233334E-5	2.83457127623E-5	3.373094445936667E-5	1.7345666342033333E-5	4.0025471388866665E-5	3.9549092714866665E-5	1.6341348590666666E-5	3.5483133405633334E-5	4.010104189353333E-5	7.581534816300001E-5	2.3801856408133335E-5	5.867757490223333E-5	5.3031775547966675E-5	2.6676771767666664E-5	4.3211418595733336E-5	4.5429199962E-5	7.829141356766667E-5	3.55760525829E-5	7.9168217291E-5	7.5412764509E-5	1.887105604533333E-5	3.7349552270266666E-5	3.3929413341799996E-5	4.0743061113733336E-5	7.308902758883334E-5	2.233426349283333E-5	2.086645712023333E-5	2.7953623883966663E-5	3.182434911213333E-5	3.2431608076333333E-5	4.342582281816667E-5	2.84897954138E-5	1.0648049938866666E-5	1.09793843094E-5	4.5057323213200005E-5	1.3264078369133334E-5	2.2047559664233334E-5	2.06590762114E-5	7.901405740366666E-5	3.787642034019999E-5	2.23614529815E-5	2.6416410715E-5	3.7353008183933335E-5	6.781838636663333E-5	2.3110481510833336E-5	1.6487056846066665E-5	1.5352145995533332E-5	3.806805389133333E-5	5.32687520105E-5	2.45213748506E-5	3.13737077544E-5	3.4976628389133336E-5	4.77625557205E-5	1.4024798071066665E-5	6.409100210803333E-5	2.5480682576666667E-5	3.419573258726667E-5	5.709649857836666E-6	3.0851833883833336E-5	7.0604035213E-5	3.572046089146667E-5	9.2312178529E-6	4.06264031884E-5	4.605882955183333E-5	3.4613463967533334E-5	2.0705353541333334E-5	2.4471355499566664E-5	4.488299496486667E-5	6.44184341111E-5	3.25304844275E-5	3.865604006163333E-5	2.7104824392133334E-5	7.153958631033333E-6	1.8663982743066663E-5	1.0407661503666667E-5	2.7683093547266666E-5	2.6012707606066668E-5	2.6357130451633333E-5	3.0063844105333333E-5	4.03299576123E-5	1.48218372945E-5	5.132018742656667E-5	3.454933950203333E-5	2.3295669790933338E-5	3.8618686210833336E-5	7.848467912866668E-5	2.8945084410833332E-5	2.4483188670299997E-5	2.852730351056666E-5	2.986092278786667E-5	4.1898268241233334E-5	2.95381075411E-5	1.9448972189000003E-5
M00323	2.6519892413020003E-6	0.0	0.0	3.3887246358E-7	1.2313823923928E-6	0.0	1.3763558940080002E-6	1.2501280671545998E-6	2.1534228552816E-6	3.542875476988E-6	5.3262265824200006E-5	0.0	0.0	2.359770848892E-5	2.1411196061082E-6	4.796729224006E-7	7.508738066874E-6	4.473134549464001E-6	3.927954504696E-6	3.184109922794E-6	2.06637221025E-6	8.705840809762E-7	3.7476669599959996E-6	0.0	3.5853934229559995E-5	1.241090441352E-6	1.3803993843600002E-7	0.0	2.891247630582E-6	5.7898017821680004E-5	1.7658785292656E-6	0.0	7.823689548808E-6	0.0	3.1681667485059998E-6	2.29648135247E-6	1.6036619115659997E-6	0.0	2.82557967735E-7	1.8817211132825998E-5	1.4383238499447999E-6	3.95643678794E-6	2.2203777315626E-6	1.2091203804967999E-5	5.55255385109E-6	0.0	8.468839916678001E-7	6.5143395280836E-6	2.743321671018E-6	2.132653402922E-6	1.323843036794E-5	0.0	1.4850735704499998E-6	1.8026121103560001E-6	0.0	1.0183841416248001E-6	1.20836009161E-6	7.62828572596E-7	1.800534979014E-6	0.0	4.666288999922E-6	4.956814328555999E-6	0.0	1.5168546790802E-6	0.0	0.0	0.0	3.729513317798E-5	3.8032119108640004E-6	2.392749103142E-6	3.1594195189919995E-7	0.0	1.4674757273808E-6	1.5501424489206E-6	0.0	3.3273772574400002E-6	0.0	0.0	5.008771661783999E-7	0.0	2.952681710414E-5	1.849942259324E-6	1.589452251736E-5	0.0	0.0	4.224937692264001E-7	0.0	0.0	1.1210082141708003E-5	1.1064909916966E-5	2.3275610064259997E-6	6.878372330598E-6	0.0	0.0	4.510328683313999E-6	1.1190592718956E-6	8.5529692493E-8	0.0	7.45034895077E-6	3.656116094118E-6	2.50895425514E-7	2.6876431264802E-6	1.4715865042700002E-5	0.0	0.0	4.136167083412001E-6
M00444	0.0	2.462115275845E-5	4.47194011955E-7	3.2001234681350004E-5	9.88857147819E-6	1.446976030741E-6	2.159743559835E-6	1.053084959206E-6	2.089101457715E-6	6.51477413113E-6	1.50742320205E-5	1.273775276405E-6	3.406318057425E-6	3.9983577605999996E-5	3.2490439483550003E-6	0.0	5.760667697065E-6	5.093160180275E-6	7.72542106532E-5	5.275370674285001E-6	4.44837406964E-6	0.0	6.303664125225E-6	0.0	8.371066703835001E-5	0.0	3.402779952775E-6	0.0	0.0	1.0959328842349999E-4	1.893949827115E-5	0.0	0.0	0.0	7.140677330615001E-6	0.0	1.747975224235E-6	1.7730976125950002E-6	1.545182181305E-5	3.38936324121E-5	1.350818015315E-4	6.904466420809999E-5	0.0	5.19139947425E-5	7.426892464175E-6	1.784351303765E-5	2.0947353643E-6	0.0	5.820825688085E-6	2.269293043625E-5	8.150437653025E-5	0.0	2.631839489075E-6	2.497148896615E-6	0.0	0.0	4.794417168165001E-6	0.0	0.0	0.0	3.0996095851499997E-6	2.32484593025E-5	8.245353211375E-7	1.1022821996229999E-6	1.58664463568E-6	0.0	7.391963114255E-5	1.0485475403225E-4	2.3073125062650002E-5	0.0	0.0	0.0	5.13777131467E-6	6.3062246081149985E-6	7.664581226895E-5	0.0	0.0	5.942718832785E-6	8.14091642448E-7	4.326014359985E-7	9.827634149155E-5	0.0	1.80756202245E-5	0.0	0.0	3.831725082485E-5	0.0	6.275500451045001E-6	6.724151088155E-5	1.71372571287E-5	3.51840910758E-5	1.254190133315E-5	0.0	1.964257878005E-6	0.0	1.314582672404E-6	1.742978007115E-6	0.0	1.5437663084250002E-5	0.0	0.0	0.0	4.8293485154100006E-5	0.0	0.0	7.205370713095E-6
M00565	0.0	0.0	0.0	0.0	0.0	0.0	2.03934469552E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.794639919634999E-4	2.6961610502855007E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.58900834646E-4	0.0	0.0	2.4830508658615E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45104992939E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.61719779643E-5	0.0	0.0	7.07565626349E-5	0.0	0.0	0.0	0.0	1.03402806701E-4	1.10986623651E-4	0.0	0.0	0.0	0.0	2.90939761955E-4	0.0	0.0	0.0	0.0	2.896849571135E-4	2.31835480087E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1272267780035E-4	0.0	0.0	9.82522043648E-5	0.0	2.25237527738E-4	0.0	0.0	0.0	0.0	0.0	0.0	8.26690205865E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45035934884E-4	0.0	2.2609973431200002E-4	0.0	0.0	0.0	0.0	0.0
M00324	3.0560269881240002E-6	3.320509346424E-5	1.402785764044E-6	7.718686602334E-5	1.208732709538E-5	1.4311380171946E-6	8.363328111228E-6	1.675014380068E-6	7.646761524488E-6	5.078103440784E-6	1.3498759997780002E-5	1.4840401289974001E-6	4.197696745534E-6	4.3334852575699996E-5	6.964630654166E-6	1.0259369742816E-6	6.160461584162001E-6	6.730232036568E-6	8.211870588568002E-5	6.398176657626E-6	5.790329427222E-6	1.8301086328574002E-6	3.12026447799E-5	4.4500044491400006E-8	7.466543007824E-5	7.713135179004E-7	5.8316112326979995E-6	8.705346581716001E-7	2.301087203458E-7	9.215167953404E-5	4.003519252948E-5	1.9596645392948E-6	2.228969716326E-7	9.885815421680002E-7	5.493696944614E-5	1.2254212183924001E-6	7.028943746142E-6	3.5776122127579997E-6	1.72897059698E-5	2.8765188888476E-5	1.3435728352739998E-4	7.512395774996001E-5	9.90322637534E-7	4.3358189631179995E-5	9.858981251923998E-6	2.2201580870800004E-5	1.5509903564118001E-6	2.379881065444E-7	4.072113151988E-6	2.4591886803340002E-5	5.0643064568620005E-5	8.646732540272E-7	3.557040778158E-6	1.0210101750392E-5	3.198084720212E-7	2.846527981568E-6	7.742759352664E-6	1.152647836514E-6	8.59894284866E-8	3.14510440302E-7	7.213309396303999E-6	4.070402284624E-5	5.990151153858E-6	2.124510059018E-6	7.755552651154E-6	2.377012102496E-6	8.19887256207E-5	9.725400372874E-5	2.351811209446E-5	3.998650426524001E-6	3.841374922062E-5	0.0	8.236599912824E-6	9.090222780952E-6	7.23760264774E-5	7.393770074808E-5	2.57930225253E-6	8.328491589640001E-6	8.03125306131E-7	6.004044132718E-7	1.1924234890396E-4	2.11430325755E-5	2.164319897534E-5	7.54470035552E-7	1.7650031758299998E-6	5.040043701684E-5	0.0	8.447825208624E-6	7.826230196871998E-5	2.065005561472E-5	4.3381697597420005E-5	1.1824112936491999E-5	1.1349297412279999E-5	2.4726519907580002E-6	8.591948803850001E-7	6.289575156744E-5	3.4072760605640002E-6	2.90262624136E-7	1.56072300351E-5	5.903709324022E-7	2.90891609496E-6	3.812668789777999E-6	5.7079098451840003E-5	2.448323645372E-7	0.0	8.394457073224E-6
M00445	1.567859357525E-6	3.2258783680000005E-5	1.1764389984299998E-6	9.591045364134998E-5	1.8234949405250003E-5	4.642811467455E-6	3.43618546963E-6	6.365342378525E-6	3.330383027735E-6	6.994427698859999E-6	1.7328484026599997E-5	7.649479855225E-7	1.351286036835E-5	3.896647986425E-5	1.706678500405E-5	8.10688559362E-6	8.120380473574999E-6	1.4996399072950001E-5	8.939477287465E-5	9.6507045123E-6	1.0280328422365E-5	2.3598841288E-6	8.073058638355E-6	6.131844447235E-6	7.881841164024999E-5	0.0	1.111202814995E-5	0.0	1.706194686265E-6	9.763931467895E-5	2.2970592285249998E-5	1.2385697784800001E-5	5.745513152555E-7	0.0	6.256961266525E-6	1.8174129119950002E-6	5.69527852482E-6	2.6484120045600004E-6	1.85203157474E-5	2.7814518339949997E-5	1.67996003341E-4	7.963785745525E-5	0.0	4.53629675617E-5	1.39830496297E-5	2.188691615945E-5	6.4365891945600005E-6	2.599191814175E-6	8.10086218743E-6	2.935934550655E-5	1.1042309858100001E-4	3.2265201636399994E-6	3.3614471255199997E-6	5.284330437625E-6	4.660268630595E-6	2.43982435228E-6	1.18217756115E-5	1.8913477195000002E-6	1.184256253199E-5	2.8172230265249997E-6	1.280199933895E-5	2.693209044145E-5	1.513542494835E-6	4.91819756984E-6	5.0703043125550005E-6	2.864693961665E-6	8.75289730744E-5	9.302627953485E-5	2.53869756735E-5	1.586537844415E-5	2.076801238345E-6	5.8821899644E-6	5.845740025209999E-6	8.354268826435E-6	7.90222920828E-5	3.824716959005E-5	4.8086529931500005E-6	1.2989236679900002E-5	5.4532626301800006E-6	6.414999112605E-6	1.1838286936700001E-4	2.682301616955E-6	2.389803848925E-5	1.52287575875E-5	6.401480390175E-6	5.60258927718E-5	2.04873829445E-6	1.2674532421950001E-5	7.969127163195E-5	4.74811108092E-5	4.40233951456E-5	2.225291733685E-5	4.282848646755001E-6	2.3255059539149996E-6	2.733014959415E-6	6.340765468614999E-6	6.9808365217850004E-6	6.439412977515E-6	1.6163193898799998E-5	3.611538397655E-6	4.97561904587E-6	2.18709036854E-6	6.414391124135E-5	7.625742500005001E-7	5.15875976033E-6	9.674216928914999E-6
