	10369.Gastrectomy	10673.Gastrectomy	10733.Healthy	10354.Healthy	10183.Healthy	10519.Healthy	10463.Healthy	10037.Healthy	10647.Healthy	10341.Healthy	10360.Gastrectomy	10784.Healthy	10114.Healthy	10751.Gastrectomy	10132.Healthy	10297.Gastrectomy	10563.Gastrectomy	10056.Gastrectomy	10618.Healthy	10791.Gastrectomy	10554.Gastrectomy	10068.Gastrectomy	10208.Healthy	10258.Healthy	10599.Gastrectomy	10486.Healthy	10291.Gastrectomy	10340.Healthy	10105.Healthy	10558.Gastrectomy	10176.Gastrectomy	10304.Healthy	10672.Gastrectomy	10794.Healthy	10537.Healthy	10509.Gastrectomy	10659.Healthy	10060.Healthy	10623.Gastrectomy	10395.Gastrectomy	10197.Healthy	10455.Gastrectomy	10433.Gastrectomy	10782.Gastrectomy	10457.Gastrectomy	10319.Gastrectomy	10064.Gastrectomy	10025.Healthy	10234.Gastrectomy	10703.Gastrectomy	10742.Gastrectomy	10317.Healthy	10257.Gastrectomy	10207.Healthy	10058.Healthy	10250.Healthy	10850.Healthy	10684.Healthy	10562.Healthy	10451.Gastrectomy	10355.Gastrectomy	10080.Healthy	10106.Healthy	10112.Gastrectomy	10696.Gastrectomy	10048.Healthy	10156.Gastrectomy	10215.Healthy	10690.Gastrectomy	10192.Gastrectomy	10423.Gastrectomy	10465.Healthy	10219.Healthy	10632.Healthy	10540.Gastrectomy	10741.Healthy	10378.Healthy	10302.Healthy	10574.Gastrectomy	10776.Healthy	10807.Healthy	10107.Healthy	10501.Gastrectomy	10538.Gastrectomy	10244.Healthy	10231.Healthy	10166.Gastrectomy	10246.Healthy	10104.Gastrectomy	10189.Gastrectomy	10167.Gastrectomy	10680.Gastrectomy	10657.Healthy	10036.Healthy	10357.Healthy	10243.Gastrectomy	10100.Healthy	10543.Healthy	10698.Healthy	10226.Healthy	10205.Gastrectomy	10342.Gastrectomy	10321.Gastrectomy	10487.Healthy	10701.Healthy	10810.Gastrectomy
M00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77391545865E-6	0.0	0.0	0.0	0.0	1.08610323956E-5	3.73989022475E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0845457163175E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.23248996765E-6	2.50805687668E-5	0.0	0.0	0.0	1.0157821699850003E-4	0.0	1.56477834797E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5622078922705E-5	6.349428786560001E-7	2.9412043211900007E-6	0.0	1.781416051355E-5	0.0	3.32132036248E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.418724703245E-6	4.21411953865E-6	1.0181059165275E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.47726201421E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.818212309955E-5	0.0	0.0	0.0	0.0	0.0	2.9196936912799997E-6	1.642609493592E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00670	1.8924408453924998E-4	8.2745192047125E-5	9.702556053765E-5	1.1782038814199999E-4	1.435894147925E-4	1.75994330795E-4	7.59904736077E-5	1.3496138924375E-4	9.811201951125E-5	1.0416515438125E-4	2.42500454913E-4	1.3919854135550002E-4	1.3203527291824998E-4	1.41509877133E-4	1.237157907895E-4	6.3843733255925E-5	1.1858233009075E-4	9.16866554975E-5	1.2314584918275E-4	2.0117239827875E-4	7.1681663354175E-5	1.09409827058E-4	9.70187634355E-5	1.99132009578E-4	1.2531926497725E-4	8.75023279795E-5	7.2468353599575E-5	2.0429160840350002E-4	1.2674027557174999E-4	1.9204456099675002E-4	1.3384576252075E-4	8.1716125786625E-5	6.7687822267275E-5	1.6188554994675002E-4	1.35892310633E-4	1.1195849928174999E-4	7.1206547243525E-5	3.13606931245E-5	1.667253542055E-4	1.7160228486325E-4	1.6785465658825002E-4	1.4117073147325E-4	1.1553383453500002E-4	1.3856922324025E-4	1.8030046802449998E-4	1.53816788784E-4	1.69385214353E-4	1.0835310106825001E-4	2.0760384687775E-4	1.490500821525E-4	1.955532861785E-4	1.1238375587200001E-4	1.3149447606125E-4	1.9415260733325E-4	2.0295108729850001E-4	7.4798211236825E-5	1.6167447810699998E-4	1.5969586510625E-4	1.532886874835E-4	1.1116936133375E-4	1.90667042835E-4	4.5789004789125E-5	1.46925859054E-4	1.4889902043475E-4	1.521563634805E-4	6.2123179656E-5	1.844850507215E-4	1.9512116858725E-4	1.6536470014850003E-4	1.1574255074524999E-4	2.1660055975575E-4	1.6466070709975E-4	1.3696751345875E-4	1.494488285675E-4	1.8899652441125002E-4	2.2182880093075E-4	8.627194265765E-5	1.8019496830875003E-4	1.4181558491424998E-4	1.7781231598875002E-4	2.086596075965E-4	1.9194508284924998E-4	1.5126361670625E-4	1.0895879505375E-4	1.6289049949275E-4	1.9995185931574998E-4	2.2722028992025E-4	1.5307799388275002E-4	1.2141355180499998E-4	1.5191425727325E-4	1.348529613355E-4	1.423339549275E-4	1.29530505875E-4	8.214464153809999E-5	1.0496709455775E-4	1.40844689529E-4	9.94488676875E-5	1.38358360383E-4	1.5912183859725E-4	1.3133273676875002E-4	1.3687725222625E-4	1.1532561867050001E-4	1.7544305412575E-4	1.0541824422525E-4	1.3930923915225E-4	2.22236133533E-4
M00791	4.05112463671E-6	2.150655064783333E-5	7.521071154350001E-7	0.0	0.0	0.0	8.825499684546667E-6	0.0	1.2222032208966667E-5	1.5735695429733335E-6	7.313144827646666E-6	0.0	0.0	3.438019229516667E-6	4.037184999346666E-5	1.0980776449033335E-5	1.4288020164733332E-5	1.030944811541E-5	1.4289785793366667E-6	0.0	1.1524327211866667E-5	6.58001819965E-6	2.5379224700500003E-5	4.588417062303333E-7	8.444358777733335E-6	0.0	4.18577366121E-5	0.0	1.4918624618033336E-6	3.456881710216666E-6	2.0382922476833333E-5	0.0	0.0	3.4901868422999997E-7	1.1963312973933334E-4	1.9030306086266666E-5	8.98334509655E-5	5.09232036552E-6	4.6591867430500004E-6	0.0	0.0	4.94847948956E-7	0.0	8.14448918309E-6	1.7741347931400001E-6	7.812200749296666E-5	2.0659974657873334E-6	0.0	3.5356191028966664E-5	4.9851787022699996E-6	2.2473587172866667E-5	0.0	1.4680603581066668E-6	1.7521690683733335E-5	3.581288337183334E-7	5.6192602505399996E-5	0.0	0.0	0.0	6.787792685083332E-6	1.3414387656333333E-5	2.9058980994433332E-5	1.43304900709E-5	0.0	3.084661179473333E-5	1.4424099046066665E-5	2.38795559291E-5	2.44373248801E-7	1.9618241566166665E-5	6.093451363783333E-7	3.452669314143333E-5	0.0	1.80127993076E-6	2.0949663573483335E-6	2.8468936560033336E-6	0.0	3.2075786114333328E-6	6.370209082993333E-7	5.133949250336667E-6	1.2975254054176667E-6	2.2358563388566665E-6	4.8693704957000005E-6	6.642401231926667E-6	3.409251629526667E-6	6.589409279306667E-6	1.6143438623733334E-6	0.0	0.0	1.7399123402933336E-5	3.2206732654733333E-7	4.588912577536667E-5	1.115035366478E-5	7.480545248120001E-5	1.58396733507E-7	2.8230052780366666E-6	2.0031370644233335E-5	0.0	5.323086080273333E-7	1.4904380363066666E-5	3.2547812098766665E-6	9.104800708256668E-6	4.361097006343333E-5	0.0	2.64331915172E-5	0.0	2.1625547603766663E-6
M00550	5.62630800728E-6	3.63487150299E-5	2.21593630007E-5	7.74270122094E-5	1.86484876936E-5	6.359050253590001E-6	1.07941163553E-5	1.64935271628E-5	9.16986396184E-6	1.23224405717E-5	1.39636371038E-5	1.77094736899E-5	3.51863212213E-5	4.05424736189E-5	4.070098754300001E-5	6.45054444069E-6	9.08011253678E-6	2.39776383259E-5	1.21975533655E-4	9.65009696981E-6	2.22996556337E-5	1.8942399487578335E-5	9.01658465248E-6	2.50664604456E-5	1.06356627995E-4	7.068703847321666E-6	1.67827917331E-5	2.1696366260616667E-5	6.89472002166E-6	9.42877961026E-5	2.50630335402E-5	1.844426498545E-5	6.946767241585E-6	1.715705076326667E-5	1.14784308525E-5	1.0755817788905002E-5	6.61724531632E-5	4.83768224533E-6	4.7451641547666666E-5	1.72982597131E-5	1.95037109216E-4	7.92481445811E-5	2.916482842433333E-5	7.09963780628E-5	1.21645918183E-5	2.90842880203E-5	8.036510666889999E-6	1.660734311871667E-5	2.51056944124E-5	2.71521201846E-5	4.40884042289E-5	6.48174387236E-6	8.447291706660001E-6	6.37873550256E-6	2.2410213118623332E-5	2.25701207498E-5	3.61321052817E-5	3.993284057755E-6	1.851936438478333E-5	9.653327843591666E-6	8.824416280610001E-6	3.31446230037E-5	9.84224043873E-6	1.51733088333E-5	7.62609291814E-6	3.373206743274999E-5	8.78174496796E-5	4.77141100245E-5	3.19672105394E-5	1.1620486075826667E-5	9.85425757946E-6	7.121231526464999E-6	1.20905004103E-5	1.72604589491E-5	1.00707741419E-4	1.54311868198E-5	2.1756700222599996E-5	1.85981488669E-5	4.96890253379E-5	1.5924340499940003E-5	9.89977743069E-5	4.7861053168E-5	2.17689910346E-5	1.7207570957433333E-5	7.634735170721666E-6	6.840519746243333E-5	1.2163385426494999E-5	2.06418655024E-5	1.0124949272700002E-4	2.38663512595E-5	8.953119638200001E-5	8.9385040407E-6	3.423316758938333E-5	3.79207754755E-5	2.4311716446933333E-5	2.46793590647E-5	1.03179598553E-5	2.4627959150351665E-5	1.92931272041E-5	2.0702035128166664E-5	5.92742538554E-6	9.557370765121665E-6	5.83312863799E-5	4.271724228825E-5	8.852784770715E-6	1.10727284191E-5
M00792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.276189742974E-6	0.0	0.0	0.0	2.9806059078599997E-7	0.0	0.0	9.886803232826668E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.751836899866667E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7511087808933336E-7	0.0	0.0	0.0	0.0	4.5045553339333327E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.040317469973334E-7	0.0	1.3908815024416666E-6	6.856274157133333E-8	7.100920743203333E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.905279231223333E-7	0.0	0.0	0.0	8.263446440893334E-7	0.0	0.0	0.0	0.0	0.0	0.0	7.896395129623333E-7	0.0	0.0	2.06161964678E-6	0.0	0.0	4.996237162433333E-7	0.0	0.0	0.0	0.0	2.98493015801E-7	0.0	0.0
M00793	4.8126977804849997E-4	3.8590874405950007E-4	3.516297030125E-4	4.2060773718600005E-4	6.613758828005E-4	5.747426365360001E-4	3.392326513215E-4	3.5382246120850005E-4	3.8123053505950005E-4	4.00274046677E-4	5.237878931955002E-4	3.47382238566E-4	3.3005815763E-4	2.7089088364399996E-4	4.0243338440050004E-4	3.7666760339899995E-4	3.8956362864449995E-4	3.4934288840650005E-4	3.8961229176449994E-4	4.022197491255E-4	3.67582166316E-4	3.9239710399049997E-4	3.31813655246E-4	4.20935200112E-4	3.00060136201E-4	3.6392511453049996E-4	4.1600957680250003E-4	5.714310551284999E-4	6.87228701102E-4	3.5364397992750004E-4	3.58114828834E-4	4.8317676885350005E-4	3.9036152994000007E-4	3.58010332177E-4	3.220519782855E-4	3.17490460242E-4	4.38285253685E-4	5.24658351818E-4	6.01453584764E-4	2.52453744905E-4	3.725438150375E-4	3.25230853543E-4	4.3754529744450003E-4	4.069174511340001E-4	3.853147226245E-4	3.84216413565E-4	3.8247851737E-4	3.6726347453400004E-4	5.2129625986E-4	3.66946569715E-4	2.793568454535E-4	3.742545755775E-4	3.5605709899550007E-4	4.463362189045E-4	4.62833816719E-4	3.57132767677E-4	3.3152653434500006E-4	6.144287824879999E-4	3.7864680962E-4	3.1144810306100003E-4	5.459956267535001E-4	4.6138028409750003E-4	3.2831849018100003E-4	4.238588684515E-4	3.868917898935E-4	4.4878469462899997E-4	4.34874130083E-4	2.935424866885E-4	4.084457369685E-4	4.07324485E-4	4.0697060768400006E-4	3.35949556229E-4	3.5745950106400005E-4	7.230233147569999E-4	3.77543264031E-4	3.48383386643E-4	3.78177325471E-4	6.62729454277E-4	4.023206505735001E-4	4.53582034236E-4	2.3456908865300002E-4	3.24468213123E-4	3.7935061013050003E-4	3.549342474725E-4	4.3076011845E-4	4.79272178264E-4	4.416262713775001E-4	3.918182697365E-4	2.867360424105E-4	3.567707211415E-4	3.9113770838200004E-4	3.5344721058149994E-4	3.803410166445E-4	3.52684671174E-4	5.43076476992E-4	4.0789464536000004E-4	4.6678411662700003E-4	3.9006642401450005E-4	5.770707577365E-4	4.3449359357599997E-4	4.7128389888E-4	5.08007111232E-4	3.62886026164E-4	4.01665875713E-4	3.453222271255E-4	4.94278407257E-4
M00551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3937882537416664E-6	7.0771342195149995E-6	0.0	0.0	2.0133481874133334E-5	0.0	0.0	0.0	2.1024272665133333E-6	3.293424275165E-6	3.4654235711233335E-6	2.358460676608333E-6	0.0	0.0	0.0	4.177271320711666E-5	0.0	0.0	0.0	0.0	5.962650286001666E-5	1.4130975046366667E-5	0.0	0.0	0.0	3.16360936882E-6	0.0	0.0	0.0	0.0	0.0	0.0	3.3709688176749996E-6	0.0	1.3556966574866666E-5	0.0	0.0	1.0653430989613333E-6	0.0	2.680432948556667E-6	1.0360144156234999E-6	2.36722374493E-6	0.0	0.0	9.168287798395E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.999924722434999E-6	0.0	0.0	0.0	0.0	0.0	3.7976243570550004E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.741780282745E-6	0.0	0.0	2.903153035511667E-5	0.0	3.7440525018233332E-6	0.0	0.0	0.0	0.0	0.0	4.705073018578334E-6	8.415271885235002E-6	1.9862306127716667E-6	6.596879266345E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2806830096166665E-5	0.0	0.0	4.845815937716667E-6
M00552	1.5550461997600003E-4	7.38368848333E-5	2.45078147384E-5	1.6370681972100002E-4	1.2591079744675E-4	2.03604248216E-5	2.40402495904E-5	4.419115358E-5	2.50200711628E-5	2.65832283061E-5	2.44844446053E-5	1.5199628369305E-4	1.57670610508E-5	5.17564692974E-5	3.62339723015E-5	2.6768067211719996E-4	2.34841082624E-5	2.06910896055E-5	1.79233187373E-4	3.70332878543E-5	2.5185600249000007E-5	1.72321905564E-5	3.82197908413E-5	1.7944852332175002E-4	1.6874456470200005E-4	1.9911129599395E-4	3.3503115898E-5	2.2829837594525007E-4	2.0703414416004998E-4	1.60254224638E-4	4.00997108855E-5	1.9171382349125003E-4	1.9373508467385E-4	1.2607901139125E-4	3.33555884864E-5	1.8635452487295E-4	6.39510775869E-5	5.97079555688E-5	5.42402708573E-5	1.0909294809835E-4	3.7374746839400003E-6	1.01115771783E-4	2.50951145513E-5	3.54185730768E-5	6.28444468248E-5	2.83357111312E-5	1.33067502471E-5	1.9164423431715E-4	2.86313081532E-5	5.74591691101E-5	4.29226501824E-5	3.00325215331E-5	4.01811943725E-5	1.8474711597E-5	1.9718690306755E-4	3.58529933959E-5	3.17399697041E-5	2.0653002635404998E-4	1.4678553229935002E-4	1.6070654866329998E-4	3.17996944754E-5	6.76656055886E-5	2.06410324893E-5	1.4876078010625E-4	2.25949788188E-5	2.0084870234300008E-4	1.79316631194E-4	8.97141460921E-5	5.15284055389E-5	1.6450406709355E-4	4.26899258714E-4	1.447816359934E-4	4.31972430148E-5	1.86055226113E-5	1.64967501321E-4	3.0833487411E-5	1.8480842126899997E-4	1.93767241372E-5	3.28545255256E-5	3.24678100082E-5	8.09985177576E-5	1.8053585327798002E-4	4.48453596133E-5	1.8783309688859997E-4	1.87984002483E-5	6.60876101298E-5	1.56081754863E-5	4.623910757500001E-5	1.7777227081599995E-4	5.09812782353E-5	5.64601713348E-5	1.80126577814E-5	3.82526388491E-5	7.70609435003E-6	2.0597855708475E-4	2.4497510433885004E-4	1.06259413717E-5	1.9858966828255E-4	6.14264710759E-5	2.057035642843E-4	1.9773871358375001E-4	1.65280982625E-5	8.27850579821E-5	1.8622955743849998E-4	2.26574750519E-4	4.24959126389E-5
M00432	2.88212033719E-4	3.63759059699E-4	2.59107619595E-4	2.59913979183E-4	2.31266831326E-4	3.27752369545E-4	3.3403208870700003E-4	2.64843596409E-4	3.14819191655E-4	3.53292972047E-4	3.52852779881E-4	2.53745333181E-4	2.71239546268E-4	2.4426836829E-4	3.25986669839E-4	2.60080332801E-4	2.8203521955500003E-4	2.57947694744E-4	2.7020423602900007E-4	2.56506143247E-4	2.28490126468E-4	3.0101501272400004E-4	3.62267261131E-4	3.22548662634E-4	2.81977731615E-4	3.2377839494E-4	2.92619389554E-4	3.29269542006E-4	3.31734121736E-4	2.88734491039E-4	2.98244993641E-4	3.4136135781E-4	3.3954435205E-4	2.61227379454E-4	4.89646687174E-4	2.82480012509E-4	4.09281371274E-4	3.33923664209E-4	3.39269320625E-4	1.5312702604799994E-4	2.4890088416E-4	2.59442476582E-4	3.26561265999E-4	2.82145892287E-4	2.65403537302E-4	3.36208805143E-4	2.40328972097E-4	3.27630688792E-4	2.94721497667E-4	2.990188626540001E-4	2.86433784931E-4	3.3668580085E-4	2.99653138253E-4	2.97186870777E-4	3.598300505380001E-4	3.14722943922E-4	3.12624165929E-4	3.15917950351E-4	2.80616987599E-4	2.7038552100999995E-4	3.28486591266E-4	5.390477085590001E-4	3.1880271452700004E-4	2.60570608806E-4	3.49974319914E-4	3.46695605626E-4	2.96403316584E-4	2.55495888451E-4	2.8409990896E-4	2.97684125311E-4	3.9904572477E-4	2.80328764112E-4	3.17633060975E-4	3.33499647069E-4	2.42776144025E-4	2.59271276126E-4	3.283301287570001E-4	3.40302186756E-4	3.26177603004E-4	3.181343813540001E-4	2.50365082827E-4	3.35298657551E-4	2.65887977092E-4	2.8514185533200004E-4	3.13138793038E-4	3.1324078822500003E-4	3.2384922516000004E-4	2.39442677125E-4	2.5134732786200005E-4	2.40957967632E-4	2.95315339135E-4	2.919607867E-4	3.33229269532E-4	2.8695714695800003E-4	3.723731027240001E-4	3.415634302630001E-4	2.3824416469E-4	2.93205963152E-4	3.28360544333E-4	2.72406495468E-4	2.90029490444E-4	3.47680458181E-4	2.38945489562E-4	2.93518114065E-4	2.4354516384E-4	2.92213747832E-4
M00554	2.020323692065E-4	3.923975972170001E-4	2.1685630699899998E-4	1.857058527125E-4	1.3869241163395E-4	2.538423741165E-4	3.431622583235E-4	1.9573591590150004E-4	2.796498368865E-4	3.147805604445E-4	2.473754252525001E-4	2.0450993079770003E-4	2.2641696210550001E-4	1.472954830059E-4	2.713411538035E-4	3.937238049565E-4	2.95876990665E-4	2.7183472522650004E-4	3.3192642413450006E-4	2.006641785819E-4	3.664472776185E-4	2.5645436914100003E-4	3.1532238465350007E-4	1.780011202893E-4	2.8447405187599997E-4	3.167696640385E-4	3.9108849848300004E-4	3.1454703302200005E-4	3.2559685116050004E-4	1.907657736455E-4	3.16772864124E-4	3.530744553655E-4	3.064316085985E-4	1.748829293136E-4	3.226545159125E-4	2.811802524395E-4	4.2394536999E-4	5.55872993418E-4	2.346810217035E-4	1.7608891799035002E-4	2.2332105707600003E-4	1.966693456675E-4	3.3966159421050003E-4	2.3930299604449996E-4	1.621008453088E-4	3.278523345655001E-4	1.88965042846E-4	3.71025225077E-4	2.153172289955E-4	2.3865902844450002E-4	2.3693404983449998E-4	2.52869490712E-4	2.3658811735550002E-4	2.45266580931E-4	3.16747332671E-4	3.28374057261E-4	2.110884243305E-4	2.7222714809050003E-4	2.1721989178449997E-4	2.602479016565E-4	2.8545480885649993E-4	4.839372658255E-4	2.2868489517049998E-4	2.1961873232399998E-4	2.862307284605001E-4	4.3162681540350004E-4	2.4408818736800002E-4	2.38265730823E-4	2.6800657821799995E-4	3.50014641936E-4	2.06636436334E-4	2.030159133225E-4	2.17754961723E-4	2.748442078795E-4	2.407626588525E-4	2.847373925065001E-4	3.1986362327300003E-4	3.23964074211E-4	2.6709352345850006E-4	2.181111636645E-4	1.7675047784349997E-4	3.02737099988E-4	2.1782701581050002E-4	3.301140837605E-4	2.1787360988250002E-4	2.0710193184300001E-4	2.2227777379505E-4	2.158299378065E-4	2.47866651001E-4	2.490219812635E-4	3.0686755475350003E-4	3.16372040359E-4	2.41531637662E-4	2.72678004698E-4	3.720131182805E-4	3.6291148718450004E-4	2.711944804795E-4	3.1195585485799997E-4	3.02439624647E-4	3.43481882485E-4	2.556359879695E-4	3.4073619126650005E-4	2.2470112396950003E-4	3.044209523835E-4	1.5970429818225E-4	2.2850837885959998E-4
M00555	0.0	7.749372378533333E-6	1.7180425111966673E-7	1.8056453114833335E-5	3.0682661054600004E-6	7.0522878623E-7	7.952974355333334E-7	1.429192093776667E-6	1.4271024635E-6	3.281926044313333E-6	2.9108370746366666E-6	4.3675950561666667E-7	8.140094779600001E-7	1.2406479972066667E-5	2.8416850981333333E-6	1.6398801051E-7	1.7793608937133334E-6	4.0269870823000005E-6	2.20855060748E-5	2.5134755678500003E-6	2.7214276747433334E-6	6.3324719079E-7	7.072020312000001E-7	0.0	2.1094987600933333E-5	2.3678065895933333E-7	1.4644933305833332E-6	1.4206930759066666E-6	7.001159517633333E-7	4.1153021262666646E-5	1.1253878972866667E-5	0.0	1.330206994726667E-6	0.0	7.711176878633333E-6	6.803982876733333E-8	7.060502742966667E-7	4.4956192423333333E-7	3.843953165966666E-6	0.0	0.0	2.08008530676E-5	7.889949667300001E-7	6.590356332133334E-6	4.469058455E-6	5.4991122057333336E-8	6.121619865766667E-7	3.8158696010333336E-7	1.8491762661699998E-6	8.008393420433333E-6	5.5830949998E-6	2.670641825823334E-7	8.312045564866667E-7	2.10089144005E-6	2.90868425823E-7	1.1421351456933333E-6	1.83870893264E-6	2.7594199165399996E-6	7.7744404023E-7	2.798363809706666E-7	4.2363388018E-7	8.741815048533334E-6	1.1573746066066665E-6	2.4434306265233334E-7	9.695124298166667E-7	2.928211157803333E-7	2.3505472095599998E-5	2.7589459635833334E-5	6.5916222614333335E-6	2.1485802421966668E-7	0.0	0.0	2.0630651491566667E-6	2.9419696029066666E-6	1.8506231801833335E-5	8.685925430100001E-6	0.0	3.9438299792E-6	1.2140804246733332E-7	0.0	4.296614525866666E-5	0.0	5.4315292978E-6	1.0290282542199999E-6	2.5281970464299996E-7	1.4325458810900001E-5	0.0	1.7712150218866667E-6	2.23601844486E-5	6.4357091279E-6	6.1544186748E-7	2.69066377745E-6	8.0904434489E-7	7.211467232100001E-7	3.3917573697999996E-7	6.695969596266666E-7	4.385622770766666E-7	1.1203771909366666E-7	2.7450535890833335E-6	4.636344432933333E-7	1.7158407291933334E-6	1.27174879119E-6	1.04878675782E-5	4.1574980793E-7	9.058591244766667E-8	3.4655924331999996E-6
M00435	2.0829616279233337E-7	2.40976801732E-5	2.6173299786799998E-6	5.808781784496667E-5	1.3819681347343335E-5	3.698595067976667E-6	1.8443315983766668E-6	7.53449305313E-6	7.704005067396666E-6	7.524016203269999E-6	1.1957453825566666E-5	2.5879747486166666E-6	5.163259360356666E-6	2.6373786692966666E-5	3.124183674133333E-6	4.465267977496667E-6	6.379661217106666E-6	6.963928318443334E-6	6.71946321677E-5	6.3763491364466665E-6	5.695309747836666E-6	7.228341041733333E-7	1.0156983514806666E-5	1.210374107201E-6	7.108229692250001E-5	2.2618207090166664E-6	5.80817178705E-6	9.1796161607E-7	3.5453207794366665E-6	7.539088402963333E-5	1.6960315791000002E-5	1.21368703951E-6	4.917296240453333E-6	2.041896268803333E-6	9.157717021E-6	2.0374407467566664E-6	2.5790102807666663E-6	2.53605986303E-6	1.4505609708233334E-5	3.2664486846499997E-6	1.2288827087323333E-4	6.15366948518E-5	0.0	3.7145334359599996E-5	9.80395574701E-6	1.6937661505433334E-5	3.0353538055096667E-6	5.155504364366667E-6	3.168479616493333E-6	2.0970144284733332E-5	7.04622249217E-5	2.9877216328566666E-6	4.52309079631E-6	2.6799854832399997E-6	6.41409426071E-6	5.993655165996666E-6	2.1134982376033332E-5	2.2463660865766666E-6	3.092735253923333E-6	1.3125864425810001E-6	6.06956431916E-6	2.7123662346766668E-5	4.4105204179833335E-6	4.163120124443333E-6	2.0050143333066667E-6	4.6657398822666664E-7	6.962629736239999E-5	8.6065052283E-5	1.9952868521866668E-5	7.393740803953335E-6	1.134049195695E-5	5.312059173793333E-6	6.7986967292866666E-6	5.504680663743332E-6	6.270127064523334E-5	3.801907193496667E-5	1.4317966867466664E-7	5.198036751483334E-6	1.5214507342146667E-6	3.0124239935066666E-6	9.912388221803333E-5	0.0	1.5256785613233331E-5	2.9191922487333334E-6	1.0925235148766667E-6	4.1127077992466666E-5	0.0	7.204379915026667E-6	7.41931175643E-5	1.4283226029199999E-5	3.6248804528366666E-5	1.1466699745533334E-5	3.0640228051966665E-6	2.6193411966266667E-5	2.9679489255233325E-7	2.6475543382233334E-6	1.50035949589E-6	1.0589995366800001E-6	1.1578949147343334E-5	1.4511797391066667E-6	5.016821050343333E-7	4.8338198374E-7	4.2886939116733335E-5	4.1542643503400005E-6	7.279651113903333E-6	5.74845617615E-6
M00314	0.0	0.0	0.0	1.060533807805E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04655052987E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.005179775E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
