	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10068.Gastrectomy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10056.Gastrectomy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10455.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10243.Gastrectomy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10618.Healthy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10104.Gastrectomy	10369.Gastrectomy	10574.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10562.Healthy	10395.Gastrectomy	10742.Gastrectomy	10672.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10509.Gastrectomy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
M00571	1.1164266666666666e-05	2.21381e-05	5.523366666666666e-06	7.758933333333333e-06	6.330533333333333e-06	1.2422566666666667e-06	6.6817666666666676e-06	1.2573533333333333e-05	1.1461466666666666e-06	3.740133333333333e-06	3.0227000000000007e-06	1.3850266666666666e-06	1.01451e-05	6.2346e-06	1.6442666666666668e-05	3.7483e-05	9.0496e-06	1.45022e-05	5.6324666666666665e-06	1.49059e-05	2.978093333333333e-06	1.1374233333333332e-06	2.583716666666666e-06	2.3920366666666665e-06	3.0086933333333324e-06	4.616533333333333e-06	5.211566666666667e-06	2.97921e-06	6.892966666666666e-06	2.4951266666666666e-05	6.8547666666666674e-06	1.2866533333333335e-05	2.1830100000000006e-05	2.16375e-05	9.546366666666667e-06	7.845666666666667e-06	1.6314733333333332e-06	1.0879166666666667e-06	4.470733333333334e-06	2.731903333333333e-06	1.80911e-05	5.7210000000000025e-06	5.035e-06	2.0021033333333333e-06	2.31754e-06	2.6873466666666663e-06	4.2498e-06	4.509966666666668e-06	7.317833333333333e-06	6.552133333333334e-06	3.4429333333333327e-06	7.019666666666666e-06	1.30589e-05	2.027123333333333e-05	2.89843e-06	6.803300000000001e-07	1.1206266666666666e-05	1.8172666666666666e-05	4.399e-06	9.843733333333333e-07	8.386066666666666e-06	7.833033333333333e-06	4.4832000000000005e-06	1.3627433333333333e-05	7.993833333333333e-07	7.0900000000000016e-06	6.4278e-06	1.7103833333333333e-06	5.994566666666667e-06	8.898466666666666e-06	1.4089133333333334e-05	5.2464e-06	4.713033333333333e-06	1.1223266666666666e-05	5.7653666666666665e-06	8.373366666666667e-07	1.9389166666666665e-06	1.52235e-06	7.625599999999999e-06	2.40626e-06	4.642566666666667e-06	1.9659666666666667e-05	1.29556e-06	9.745666666666667e-06	1.5622766666666665e-05	3.7158333333333326e-06	3.2038333333333335e-05	1.0640666666666666e-05	2.3295966666666665e-05	3.27313e-05	8.043900000000001e-06	1.0681633333333336e-05	1.36203e-06	5.025666666666668e-06	8.640833333333334e-06	3.2328500000000007e-06	1.1842866666666666e-05	5.357033333333333e-06	1.6945466666666667e-06	5.1478999999999995e-06	3.8728e-06	1.58175e-05	2.1769666666666667e-06	6.483833333333333e-06	2.09095e-06	6.292133333333334e-06
M00450	6.128095000000001e-08	3.64931e-06	0.0	3.754855e-06	3.49902e-05	0.0	3.1206700000000004e-07	7.621390000000002e-07	0.0	0.0	0.0	0.0	1.0478345e-07	7.594439999999999e-08	0.0	7.672975e-05	9.02249e-08	2.9932650000000007e-06	4.10723e-06	1.1430785e-06	0.0	0.0	1.2660525e-07	4.6603550000000005e-06	0.0	1.57574e-05	1.388434e-06	8.946563499999998e-07	0.0	4.03303e-07	0.0	1.1695469999999998e-06	0.0	4.54567e-05	0.0	2.046765e-06	3.028555e-07	8.629315000000002e-07	2.25344e-07	0.0	1.5839100000000002e-05	1.4721329999999996e-05	2.872085e-06	0.0	8.633780000000002e-07	0.0	9.28686e-06	1.7945355000000004e-06	0.0	1.397865e-05	1.5688700000000002e-07	4.244225e-07	0.0	3.164945e-05	0.0	0.0	6.163499999999999e-07	1.30731e-06	8.44902e-07	3.546308e-07	0.0	1.2001764999999998e-07	2.311435e-06	4.77179e-07	9.025020000000001e-07	4.77587e-06	2.787155e-07	3.473355e-07	3.192425e-05	3.29548e-05	2.75579e-07	1.9114150000000002e-06	4.2144199999999995e-06	3.4482e-05	0.0	0.0	2.890275e-08	7.966742499999998e-07	5.978097000000001e-06	0.0	0.0	2.902199e-06	0.0	1.213095e-05	1.304444e-05	8.966464999999999e-06	2.689315e-05	0.0	4.410884999999999e-06	8.474045e-06	0.0	1.831135e-05	2.4121549999999998e-06	8.417539999999998e-07	2.596115e-05	1.98038e-06	3.2606e-05	0.0	1.116335e-05	2.0006155000000003e-06	4.376714999999999e-06	1.830465e-05	0.0	4.804565e-06	0.0	0.0
M00572	7.180499999999998e-06	2.67676e-05	2.265905e-05	7.101935000000001e-06	5.09571e-05	1.19861095e-05	3.997252500000001e-05	7.237419999999998e-06	3.6564119999999986e-05	2.546575e-05	1.8035455e-05	8.757160000000001e-05	2.156203e-05	7.502569999999999e-06	0.0	6.576729999999999e-05	1.8152885000000006e-05	1.6227005e-05	2.9311290000000004e-05	3.1659639999999994e-05	1.6299005e-05	7.742959999999999e-06	2.149434e-05	4.62158e-05	1.0828395e-05	2.3070500000000002e-05	3.796438e-05	6.854645000000001e-05	1.0182405e-05	1.8485699999999998e-05	4.4584104999999986e-05	1.8003280000000006e-05	7.854260000000001e-05	6.09796e-05	9.054305e-06	2.4031875e-05	2.9412145e-05	1.691814e-05	6.680565e-06	1.0028565000000003e-05	3.44373e-05	0.0	1.8507355e-05	3.7492905e-05	2.2728415e-05	2.960278e-05	2.700995e-05	1.8607795e-05	3.7533899999999997e-05	3.958325e-05	1.5664135e-05	2.0681775e-05	3.59699e-05	5.52076e-05	1.3874029999999997e-05	3.2047134999999996e-05	2.483125e-05	1.4950065e-05	1.985851e-05	6.863710000000002e-06	3.141098e-05	1.181258e-05	3.3960815e-05	3.221322e-05	2.786175e-05	2.42317e-05	2.7253979999999995e-05	1.1276825000000005e-05	4.789985e-05	5.828965e-05	2.12355e-05	8.50936e-06	3.45027e-05	5.951635e-05	5.3073550000000005e-06	3.171815e-05	2.122871e-05	2.9626725e-05	3.346085e-05	2.4555625e-05	1.8262465e-05	4.07223e-05	1.2142285e-05	3.05196e-05	8.268455e-05	2.8591779999999998e-05	6.361275e-05	1.2128405000000001e-05	1.388471e-05	5.32054e-05	3.968802000000001e-05	3.73236e-05	1.2459435e-05	1.461638e-05	3.512575e-05	5.6959525000000004e-05	3.645115e-05	1.80802e-05	2.98308e-05	2.242765e-05	1.5154095e-05	5.78029e-05	1.6123638499999998e-05	2.537620000000001e-05	3.862005e-05	1.938963e-05
M00451	1.83264e-07	3.2035000000000008e-06	0.0	2.71181e-06	2.218245e-05	0.0	0.0	4.10373e-07	0.0	0.0	0.0	0.0	8.491834999999999e-08	1.5492854999999998e-07	0.0	4.86093e-05	0.0	1.867765e-06	0.0	7.074014999999998e-07	0.0	0.0	1.0551705e-07	6.290480000000001e-06	0.0	1.042224e-05	1.025897e-06	0.0	0.0	3.910365e-07	0.0	9.454734999999999e-07	0.0	1.4241895e-05	0.0	9.643555e-07	6.37256e-08	3.214875e-07	3.526160000000001e-07	0.0	1.880645e-05	0.0	2.193995e-06	0.0	4.4730150000000003e-07	0.0	7.673405e-06	2.3420605e-07	0.0	8.242135e-06	6.03123e-08	0.0	0.0	2.77602e-05	0.0	0.0	4.872115e-07	6.86225e-07	7.73834e-07	0.0	0.0	5.831625e-08	1.1596025e-06	4.090605e-07	1.678745e-06	3.26348e-06	3.210065e-07	1.159477e-07	1.97812e-05	1.91314e-05	1.147319e-07	1.40583e-06	3.0717450000000008e-06	1.98569e-05	0.0	0.0	0.0	2.56823e-08	1.190924e-07	0.0	0.0	8.825419999999998e-08	0.0	5.518845e-06	6.51111e-06	5.2970900000000015e-06	1.6413449999999998e-05	0.0	2.267525e-06	1.423365e-05	0.0	1.235866e-05	7.465385000000002e-07	7.599875e-08	2.129425e-05	1.6794299999999995e-06	1.994105e-05	0.0	5.682035e-06	1.6170340000000002e-07	3.16589e-06	1.0439675e-05	0.0	1.3474345e-06	0.0	0.0
M00210	2.41606553e-05	4.3966386e-05	2.7243882e-05	2.4463086e-05	4.003874e-05	4.826874e-06	1.6512658e-05	1.8313444e-05	6.875537999999999e-06	6.9003934000000015e-06	1.21368158e-05	4.921844000000001e-05	1.84458286e-05	1.4958819e-05	2.9834168e-05	9.826542e-05	1.7889036800000002e-05	2.7925236e-05	1.35951536e-05	1.8225656e-05	1.9852667800000007e-05	4.788626e-06	7.984684e-06	6.9588696e-05	1.70109876e-05	1.898852e-05	2.674928000000001e-05	1.1834893999999998e-05	2.453374e-05	3.75628392e-05	1.696752e-05	2.8428008000000005e-05	4.774274e-05	4.6991640000000015e-05	3.0134786600000013e-05	1.7187782e-05	2.366918e-05	6.005918000000001e-06	2.43212704e-05	1.30028844e-05	4.1430259999999986e-05	2.062612e-05	1.0716592e-05	2.7059084e-05	1.1699896e-05	1.202637138e-05	1.2685710000000004e-05	8.076486000000001e-06	4.1150875e-05	2.24948e-05	1.5221672000000005e-05	2.7662292000000006e-05	2.9048526000000006e-05	4.997707e-05	6.823484e-06	8.528660599999999e-06	2.74849142e-05	1.5059207999999993e-05	6.966223400000001e-06	3.4149513999999994e-06	5.3004772000000015e-06	1.1797312e-05	1.2832824e-05	2.4351996e-05	2.2023406e-05	2.4907428e-05	1.7737412e-05	8.055494600000001e-06	4.21108e-05	4.328328000000001e-05	2.72254922e-05	1.048747e-05	2.92769142e-05	4.044976e-05	1.1284165599999997e-05	1.68087232e-05	8.6763806e-06	1.84846424e-05	2.0017836e-05	4.451713e-06	2.010102e-05	3.7053174e-05	4.0958618e-06	4.02943e-05	3.159812e-05	1.6150424e-05	6.281138e-05	2.2177886e-05	2.9380819000000014e-05	4.740072600000001e-05	1.2977766e-05	2.7023979999999996e-05	4.220602e-06	1.3907361399999995e-05	2.6594551999999993e-05	1.2824902e-05	3.2859618e-05	2.42032488e-05	1.6832320000000006e-05	3.8473533800000014e-05	1.1257248e-05	3.039923e-05	1.0864680960000003e-05	2.3158158e-05	8.0252372e-06	1.1807472400000005e-05
M00331	1.6405304347826087e-08	2.498800491304348e-06	2.112228695652174e-08	4.41597347826087e-06	3.8113826608695655e-05	4.942398695652174e-08	9.363885391304348e-07	1.7355074782608696e-06	4.452883826086957e-07	7.088260869565218e-10	1.1490153826086957e-06	8.124820347826087e-06	2.023547391304348e-07	4.0644078260869567e-07	3.631695652173913e-07	3.304776347826087e-05	9.781950434782607e-08	5.684679191304347e-06	2.7826360869565218e-06	1.218641565217391e-06	0.0	1.6071702608695652e-07	5.859165217391304e-09	1.337015304347826e-06	1.383140391304348e-06	1.3778565113043482e-05	1.0078277565217393e-06	6.493401739130434e-07	4.1371304347826084e-08	7.115324347826088e-07	2.6907168652173914e-06	3.31089795652174e-06	2.1610035530434783e-05	3.416710530434782e-05	9.518596521739127e-08	2.3353987391304358e-06	2.914997252173913e-06	1.1699410869565219e-06	1.0716452173913043e-08	1.6845156521739129e-07	2.2572882608695653e-05	5.5675356521739134e-06	2.02521852173913e-06	5.6993212956521735e-06	1.4686509999999997e-06	4.574315260869565e-07	1.337832843478261e-06	3.2843766956521744e-06	8.159170869565217e-07	1.899217704347826e-05	1.376020565217391e-07	6.827806086956521e-07	1.040739304347826e-06	4.1371258260869564e-06	5.17266e-07	1.429853956521739e-06	7.276601739130434e-07	1.7143001739130438e-06	8.578713043478259e-07	1.8921531304347827e-07	5.098147826086957e-09	1.620397565217391e-07	2.5722857304347837e-06	9.92077747826087e-07	1.1452973913043475e-07	1.7275330434782607e-06	3.356837565217391e-07	7.534857304347823e-07	3.7955907739130436e-05	4.0221800000000015e-05	3.738900086956522e-07	2.0478166086956523e-06	4.722472956521739e-07	3.269992260869566e-05	1.3433419130434785e-07	1.2420951260869569e-06	4.686624086956521e-07	2.084354595652174e-06	7.518745043478261e-07	4.8446921739130434e-08	4.094179565217391e-08	7.2629056956521726e-06	6.3175565217391295e-09	1.325843608695652e-05	1.1779903504347825e-05	6.559693391304348e-07	3.4612152173913044e-05	2.361530434782609e-07	7.069490869565217e-07	1.2362979565217392e-05	1.1152869565217393e-07	1.0735607826086956e-05	2.0832538260869564e-06	1.2848095565217392e-06	2.551785652173913e-05	2.1703341739130435e-06	2.814809043478261e-06	2.963566869565217e-07	1.3929394347826087e-05	1.560309243478261e-06	1.6408072173913045e-06	7.373827391304349e-06	1.3301303913043475e-07	6.2112853043478275e-06	6.805124869565219e-07	5.46126956521739e-09
M00452	6.689825e-08	3.3868300000000007e-06	0.0	3.829705e-06	3.82309e-05	0.0	8.888852499999998e-07	8.64273e-07	0.0	0.0	0.0	8.201968000000001e-06	4.282165e-08	6.832835e-08	0.0	8.219979999999999e-05	4.3697355e-07	2.02959e-06	0.0	1.039375e-06	0.0	0.0	9.73088e-08	5.045115e-06	0.0	1.14622e-05	2.601133e-06	0.0	0.0	7.39084e-07	3.803680405e-06	1.6625900000000001e-06	0.0	7.103415e-05	0.0	1.79922e-06	4.848094999999999e-07	2.025373e-06	6.31652e-07	0.0	1.89387e-05	8.57104e-06	2.272635e-06	0.0	1.11625e-06	0.0	9.260385e-06	7.003177000000001e-06	0.0	1.64279e-05	1.252915e-07	3.84332e-07	0.0	3.65547e-05	0.0	0.0	5.046485e-07	1.9000400000000003e-06	9.223609999999999e-07	1.31498e-07	0.0	0.0	2.629635e-06	4.89034e-07	5.521119499999999e-07	1.133975e-05	7.313425000000002e-07	4.61239e-07	3.696845e-05	3.010085e-05	2.4568850000000004e-07	1.630145e-06	3.293535e-06	3.57002e-05	4.856615e-07	1.5419825e-07	0.0	1.1060585000000003e-07	7.905210499999999e-06	0.0	8.927160000000002e-08	1.11491235e-05	0.0	1.276705e-05	4.333645e-05	4.99579e-06	0.0	0.0	1.2272135e-05	9.95297e-06	0.0	3.0308850000000007e-05	3.353169999999999e-06	5.3568555e-06	2.0559750000000006e-05	1.8745e-06	2.36081e-05	0.0	1.213455e-05	2.86845e-07	2.0744400000000003e-06	1.7495550000000002e-05	0.0	5.57185e-06	0.0	0.0
M00573	3.28478e-05	6.578609999999999e-05	3.3064e-05	2.96932e-05	4.38901e-05	5.20375e-06	2.78158e-05	3.6945e-05	1.25838e-05	1.55484e-05	1.60527e-05	0.000100077	2.8706100000000006e-05	2.15427e-05	3.75013e-05	5.16292e-05	1.904415e-05	3.95957e-05	1.7813e-05	4.9058e-05	2.72312e-05	4.92332e-06	7.397949999999998e-06	8.27265e-05	1.40404e-05	2.48616e-05	6.584479999999999e-05	1.80657e-05	2.69413e-05	5.83182e-05	2.70447e-05	4.40379e-05	5.02155e-05	5.96347e-05	2.93824e-05	3.0985700000000004e-05	5.97882e-05	7.490880000000002e-06	7.66303e-06	1.30782e-05	4.61608e-05	1.09633e-05	1.66751e-05	6.40384e-05	1.57689e-05	1.7344100000000002e-05	3.0072e-05	8.0913e-06	7.07613e-05	3.74888e-05	1.33351e-05	2.39161e-05	4.27352e-05	5.04204e-05	8.88339e-06	1.67233e-05	4.41028e-05	2.26991e-05	1.57374e-05	5.385409999999998e-06	1.57925e-05	1.57682e-05	1.94628e-05	4.80908e-05	1.849732e-05	3.68256e-05	2.921985e-05	1.2233900000000003e-05	5.24525e-05	4.50768e-05	5.59614e-05	1.54317e-05	3.61515e-05	5.63565e-05	1.94897e-05	2.3319e-05	1.4589e-05	3.60669e-05	2.01559e-05	7.444165000000002e-06	1.61813e-05	5.00107e-05	6.054494999999998e-06	4.37236e-05	3.80846e-05	2.13474e-05	7.38013e-05	2.57441e-05	5.68597e-05	4.43583e-05	3.12499e-05	3.4563e-05	1.022e-05	1.86375e-05	3.3279e-05	2.59484e-05	3.79431e-05	2.89878e-05	3.25176e-05	2.96399e-05	6.30681e-06	6.25814e-05	8.65554e-06	2.43614e-05	1.9139e-05	2.15517e-05
M00211	6.8572249999999985e-06	3.62106e-06	1.091232e-06	8.018055e-06	2.550645e-05	4.065765e-07	1.28683e-05	2.824565e-06	3.29197e-06	7.762429999999999e-06	4.00232e-06	2.178705e-05	3.12641e-06	3.17374e-05	1.099075e-05	4.122e-05	2.1037385e-06	7.7646e-06	4.24232e-06	2.1815855000000006e-05	1.1295439999999996e-05	7.706195e-07	2.2048985e-06	5.839198500000001e-05	3.47107e-06	1.15353e-05	5.407315e-06	5.9313099999999984e-06	3.31969e-06	1.00423005e-05	7.779755e-06	1.5022575e-05	2.416228000000001e-05	3.85728e-05	4.4844285e-06	4.8477900000000006e-06	7.57852e-07	1.04786e-06	3.803585e-06	1.9351215e-06	1.7594149999999998e-05	1.4750250000000003e-05	7.021015e-06	5.520500000000001e-07	3.2734300000000007e-06	1.4938075e-06	1.16024e-05	1.9579e-06	6.896526e-06	2.72246e-05	4.342045e-06	5.891509999999998e-06	1.6773844999999998e-05	3.806335e-05	1.1782345e-05	2.093135e-06	7.855160000000001e-06	5.792445e-06	7.494375e-05	1.0781045000000001e-06	9.630245e-06	2.9076765e-06	8.133135000000001e-06	7.565535e-06	2.075505e-06	6.3309899999999985e-06	5.046285e-06	4.2610750000000005e-06	2.47342e-05	2.5369499999999998e-05	1.0932910000000002e-05	5.3950800000000005e-06	6.7713049999999985e-06	2.08586e-05	1.3222964999999998e-06	1.397411e-05	1.239978e-06	1.2334225e-06	8.166515e-06	1.253348e-05	7.900975e-06	1.192185e-05	2.2595265e-06	1.44867e-05	2.23866e-05	6.39814e-05	3.6531999999999995e-05	5.892090000000002e-06	1.1643904999999999e-05	1.37202e-05	5.79623e-06	1.968945e-05	1.12705e-05	2.930308e-06	2.534515e-05	3.17658e-05	2.58962e-05	3.971289e-06	9.558789999999997e-06	8.983135000000001e-06	5.1566450000000005e-06	2.337075e-05	4.95199e-06	5.4083500000000005e-06	1.9031200000000002e-06	4.5623895e-06
M00453	0.0	2.668615e-06	0.0	3.0255650000000012e-06	4.23766e-05	2.37753e-07	2.7530500000000003e-06	1.149885e-06	1.397065e-06	0.0	1.6737100000000002e-07	2.711605e-05	7.717059999999998e-07	5.657295e-07	0.0	7.444164999999999e-05	0.0	1.086866e-06	3.710625e-07	7.72674e-07	0.0	0.0	1.7812620000000005e-07	6.589935e-06	1.0918765e-07	1.460325e-05	8.56802e-06	1.4367850000000004e-06	0.0	5.15658e-07	0.0	9.62413e-07	0.0	1.940045e-05	2.28881e-07	1.91696e-06	1.407075e-05	3.31405e-06	0.0	9.899775e-07	1.3648985e-05	3.567715e-06	1.7089400000000001e-06	8.033365e-06	3.184795e-06	1.134998e-07	7.5965e-06	5.16998e-07	4.195305e-08	8.251560000000001e-06	1.3594730000000002e-06	5.239075e-06	0.0	2.403792e-05	0.0	1.2768405000000002e-07	4.97137e-07	1.115869e-06	1.0625980000000002e-06	2.635795e-07	8.93584e-07	7.97663e-07	2.288335e-06	4.120465e-06	2.191175e-05	1.602906e-06	4.049135e-07	2.357595e-07	1.508235e-05	1.6927799999999994e-05	3.59524e-07	2.54744e-06	2.201485e-06	2.235395e-05	1.4909450000000004e-06	2.16519e-07	1.2726819999999998e-06	8.957839999999998e-08	4.897955e-06	9.50351e-07	3.28088e-08	2.40946e-06	0.0	6.679880000000001e-06	8.561945e-06	1.205605e-05	2.092855e-05	0.0	5.2064049999999985e-06	1.98131e-05	0.0	1.336406e-05	6.27557e-07	4.2068750000000003e-07	1.81199e-05	4.797884999999998e-06	1.8343145e-05	3.413305e-07	6.218624999999998e-06	2.55426e-07	2.468455e-06	9.68158e-06	8.824349999999998e-08	2.7083350000000003e-06	2.31401e-07	2.20043e-06
M00212	1.3530723333333333e-05	1.660581e-05	3.2764233333333334e-05	8.539969999999999e-06	5.05401e-05	1.1305613333333333e-05	4.41082e-05	7.0396066666666655e-06	2.750821e-05	2.519526666666667e-05	2.2021666666666666e-05	0.00013878733333333332	1.5262433333333335e-05	2.582962e-05	4.837501666666667e-06	0.0001275978	1.1975583333333333e-05	1.320651e-05	2.8099499999999998e-05	5.58425e-05	2.02562e-05	1.636806666666667e-05	4.207996666666667e-06	1.5595733333333334e-05	1.5226199999999997e-05	4.025076666666667e-05	5.7033133333333335e-05	3.9324166666666665e-05	9.014890000000003e-06	2.145107e-05	1.892176666666667e-05	1.0882403333333334e-05	0.00012448526666666667	0.0001052198	6.563816666666667e-06	3.5857733333333334e-05	5.2432666666666664e-05	1.2627049999999995e-05	5.945399999999997e-06	9.610493333333336e-06	4.3389133333333334e-05	2.550006666666667e-05	1.9315866666666666e-05	9.41708e-06	2.5895233333333332e-05	1.383181e-05	3.59319e-05	1.93336e-05	1.0029293333333333e-05	4.3267266666666665e-05	9.94065e-06	3.2937999999999995e-05	2.135361e-05	9.519009999999998e-05	1.547793333333333e-05	2.918723333333333e-05	3.0369566666666668e-05	1.2968039999999996e-05	2.547913333333333e-05	5.5034500000000015e-06	5.42974e-05	1.0795693333333333e-05	3.513206666666666e-05	3.3847033333333336e-05	3.5127400000000005e-05	4.249236666666666e-05	5.249533333333333e-05	7.2129766666666675e-06	5.6811800000000004e-05	5.359893333333333e-05	3.34713e-05	6.9649933333333325e-06	3.25801e-05	5.149166666666667e-05	1.343505e-05	4.633890000000001e-05	3.389796666666666e-05	4.0076799999999995e-05	6.077110000000001e-05	3.1616466666666664e-05	9.761566666666666e-06	3.71535e-05	9.892873333333332e-06	3.100093333333334e-05	6.923056666666666e-05	2.848926666666667e-05	8.218836666666668e-05	1.811303333333333e-05	3.5576633333333334e-05	8.022096666666666e-05	4.340403333333333e-05	5.30122e-05	2.161923333333333e-05	1.86883e-05	4.467356666666667e-05	3.73479e-05	3.488953333333333e-05	1.8471366666666667e-05	2.60108e-05	2.7304433333333332e-05	2.69961e-05	7.875386666666665e-05	2.533476666666667e-05	2.63238e-05	2.362492000000001e-05	1.5982360000000002e-05
M00333	9.7908256e-06	1.1477341983333333e-05	1.257925e-05	3.0094333333333333e-06	9.812816666666667e-06	1.79035e-05	3.367339016666667e-05	5.526666166666667e-06	3.506358453333334e-05	2.54836245e-05	1.980533333333333e-05	1.4306570666666669e-05	1.6418500000000002e-05	1.0036583333333333e-05	8.037416666666667e-06	1.2772750000000002e-06	3.241410561666667e-05	1.1968733333333333e-05	2.3032498666666664e-05	1.4103566666666668e-05	2.4482084e-05	9.630466666666667e-06	4.3105e-05	3.136583333333333e-06	1.1301449999999995e-05	1.7815666666666666e-05	3.15281985e-05	5.5134e-05	1.7100333333333333e-05	9.4246e-06	2.91125e-05	1.4180866666666668e-05	8.92755e-06	1.1341199999999999e-05	4.484933333333333e-06	2.0236166666666668e-05	6.272560666666668e-06	1.8273658333333332e-05	1.5271533333333334e-05	2.1316658e-05	1.1668958333333335e-05	1.8981e-05	1.7535353e-05	6.492718333333336e-06	2.3354296666666666e-05	2.835783333333333e-05	1.5235133333333331e-05	8.092239783333334e-06	7.248199999999999e-06	2.986116666666666e-05	2.6941598466666667e-05	1.806961133333333e-05	1.4296133333333334e-05	9.33354205e-06	1.585932916666667e-05	4.07065e-05	1.1250316666666666e-05	1.530276666666667e-05	2.7565666666666663e-05	2.786733238333333e-05	2.9580833333333337e-05	9.5116e-06	3.537537533333333e-05	1.8255166666666668e-05	3.6776047166666665e-05	2.330187871666667e-05	2.3681166666666666e-05	2.4875e-05	4.590067333333333e-06	1.7638495e-05	2.46885e-05	2.1703122333333332e-05	3.5156483196666666e-05	1.1890166666666665e-05	1.0128133333333334e-05	1.4229583333333332e-05	2.052741161666667e-05	1.4232516666666666e-05	3.1754692e-05	3.116966666666667e-05	2.018983333333333e-05	2.632285e-05	2.160316666666667e-05	1.396350333333333e-05	2.08900719e-05	1.612337333333333e-05	3.601983333333333e-06	1.1683883333333333e-05	1.8541916666666666e-05	3.885372833333333e-06	2.5240166666666666e-05	2.641393333333333e-05	1.7634e-05	1.396935e-05	1.3059679733333333e-05	1.5289216666666666e-05	7.437383333333333e-06	2.549383333333333e-05	1.9964e-05	7.902866666666667e-06	2.5454696666666664e-05	1.6866333333333335e-05	1.4195133333333334e-05	2.2281851499999998e-05	2.74935e-05	1.8770333333333332e-05
M00454	2.8256350000000006e-05	6.663590000000001e-05	3.851445e-05	1.6533613e-05	1.746855e-05	2.84649e-05	7.415555000000001e-05	3.399725e-05	3.505805000000001e-05	6.929735e-05	2.711395e-05	2.34101e-05	5.85283e-05	1.01674545e-05	4.246595e-05	2.488695e-05	3.86361e-05	5.98056e-05	4.15821e-05	7.501940000000001e-05	4.52068e-05	1.82532e-05	4.45856e-05	5.609914000000001e-05	1.61763e-05	1.2743155e-05	5.95723e-05	4.292895000000001e-05	3.971615e-05	7.705205e-05	9.41318e-05	6.08534e-05	4.599135000000001e-05	3.96816e-05	2.711933e-05	4.31984e-05	6.780095e-06	2.045155e-05	2.913775e-05	2.6900850000000002e-05	3.678665e-05	1.58453e-05	3.124705e-05	5.86845e-05	2.917625e-05	3.932375e-05	2.796605e-05	1.52259e-05	3.802061e-05	2.48824e-05	4.612985e-05	3.4501650000000005e-05	4.643565e-05	4.338985e-05	2.727665e-05	4.0563e-05	4.3480100000000004e-05	3.20433e-05	9.818325000000001e-05	2.3722600000000002e-05	7.85408e-05	3.275745e-05	5.33405e-05	0.00010325225	3.688135e-05	3.112795e-05	5.806485e-05	3.277595e-05	9.04893e-06	3.898145e-05	4.559635e-05	2.9404650000000003e-05	6.50671e-05	3.656325e-05	3.040115e-05	5.368015000000001e-05	4.307525e-05	2.055735e-05	4.15157e-05	4.78413e-05	3.601635e-05	4.605035e-05	3.5727000000000005e-05	5.2075349999999996e-05	4.3659150000000014e-05	3.87952e-05	5.130195e-05	2.6208325e-05	5.99662e-05	2.90664e-05	5.323465e-05	2.85171e-05	2.994425e-05	2.0165450000000002e-05	2.28541e-05	7.216604999999999e-05	1.490095e-05	4.016095e-05	2.130345e-05	2.957865e-05	3.2685400000000004e-05	3.6222150000000004e-05	3.167825e-05	4.100965000000001e-05	4.50358e-05	5.217725e-05
