	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10068.Gastrectomy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10056.Gastrectomy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10455.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10243.Gastrectomy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10618.Healthy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10104.Gastrectomy	10369.Gastrectomy	10574.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10562.Healthy	10395.Gastrectomy	10742.Gastrectomy	10672.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10509.Gastrectomy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
Campylobacter concisus	0.0	0.0	0.0	0.0	1.12604099945e-05	0.0	5.01070646853e-05	0.0	9.74696186839e-06	0.0	0.0	0.000536652014221	0.0	0.0	0.0	0.0	0.0	0.0	3.76369589432e-05	0.0	0.0	0.0	0.0	0.0	1.40393149868e-05	1.34967281373e-05	0.000158104156231	0.0	0.0	1.35568901784e-05	0.0	0.0	0.0	3.50742217283e-05	0.0	9.08039003329e-05	0.000222868167813	6.7943830671e-05	0.0	4.12192309113e-05	0.0	0.0	0.0	0.000123582348624	1.72881152426e-05	0.0	1.22904255978e-05	1.73583371275e-05	0.0	0.0	0.0	2.63615402434e-05	0.0	3.729878311e-05	0.0	0.0	0.0	1.91620492354e-05	0.0	0.0	0.0	0.0	4.78513365168e-05	9.67406460895e-05	0.000233828350174	0.0	8.59818036412e-05	0.0	0.000100501020287	0.0	1.05613950243e-05	0.0	0.0	6.28581493641e-05	1.90221526209e-05	0.0	3.24417450854e-05	1.06803487019e-05	0.000234912015903	3.87349408142e-05	0.0	0.000103563866324	0.0	0.0	0.0	4.67666609572e-05	2.6691240412e-05	0.0	3.67449008717e-05	0.00105055538796	0.0	0.0	0.0	0.0	1.47159459046e-05	0.000240303686363	0.0	3.52436852469e-05	6.26185890153e-05	0.0	1.36073631171e-05	1.69099348734e-05	0.0	0.0	0.0	0.0
Campylobacter curvus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter gracilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410996115496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23015547662e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22110044307e-05	1.7246166936e-05	0.0	0.0	0.0	0.0	1.40340331242e-05	0.0	0.0	1.16040888435e-05	0.0	5.71146701767e-05	8.73687603593e-06	0.0	0.0	0.0	0.0	0.0	1.45198339416e-05	0.0	1.06782732713e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.24519577689e-05	0.0	1.21978623958e-05	8.0580263439e-06	0.0	2.22280005816e-05	0.0	0.0	2.28654739865e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82423348427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37173006347e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter rectus	0.0	5.57965475974e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7343566474e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.41572927229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter showae	0.0	5.82660957941e-06	0.0	0.0	1.13341278995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89344014528e-05	2.0440854372e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16361739932e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15824291307e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter phosphatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12560163203e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Capnocytophaga ochracea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77507594283e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Capnocytophaga sp. oral taxon 329	0.0	0.000421162447188	0.0	0.000126571895477	0.00107422423429	0.000330449799533	0.0	0.00583349852707	2.83730574051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80610633273e-05	0.0	9.39456966236e-06	0.00761049205763	4.38141515313e-05	0.0	0.0	0.0	0.000141012148029	1.36516751256e-05	0.000808023111074	0.0	0.0	0.0	0.0	0.00587306045879	0.000220642013457	0.0204790986848	0.0	0.0	7.1793105857e-05	0.0069527587318	0.00391242135191	0.0	0.00121024023823	0.0	0.0	0.00459341278529	0.0	0.00165755362103	0.0	0.0	0.0	0.0	0.0	0.0	0.00363673687862	0.0	0.00272082536913	0.0	0.0	0.0	5.02867667363e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019565179808	0.0	0.0	0.0	0.0	0.0	0.0	0.000771058568329	0.0	0.00555213098799	0.0	0.00324131099183	0.0	0.0	1.09295199982e-05	0.00516592292725	0.0	0.0	0.0	0.0	0.00609193330942	0.00135777341108	0.0	0.0	0.00162919866983	0.0	6.10378663116e-05	0.00159029820958	0.0	0.00386233662716	0.0	0.0	1.30598594462e-05	0.0	0.0	0.000232112003596	0.0	0.0	0.0
Capnocytophaga sp. oral taxon 338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiobacterium hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09869635474e-05	0.0	0.0	0.0	0.0	0.0	1.78474452567e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64598598725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15354624077e-05	0.0	0.0	0.0	1.30473355354e-05	0.0	0.0	1.16692110455e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catonella morbi	3.79095274486e-05	1.1129931493e-05	4.91161572527e-05	2.72783261364e-05	1.09423695779e-05	0.0	0.0	1.00686049318e-05	0.0	2.29115776031e-05	0.0	0.0	2.76869462684e-05	0.0	0.0	0.0	0.0	7.39137333878e-05	0.0	9.60361672008e-06	0.0	0.0	0.0	0.0	0.0	1.31155248737e-05	1.39671493484e-05	0.0	0.0	0.0	7.27092502613e-06	3.75862255301e-05	0.0	3.40835810593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201558887626	0.0	0.0	0.0	0.0	1.19432932927e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.20817705511e-05	0.0	0.0	0.0	0.0	8.54533085718e-06	0.0	5.7317165816e-05	0.000154763588481	0.0	0.0	0.000170418054937	1.23950879241e-05	0.0	0.0	7.32468427531e-05	0.0	5.13154883662e-05	0.0	0.0	0.0	1.84848885828e-05	0.0	7.8813641033e-06	0.0	2.17406792179e-05	9.41022658531e-06	1.08044378754e-05	1.11820884042e-05	0.0	0.000143402828935	8.35774233802e-06	7.57429626405e-05	0.0	0.0	0.0	0.0	0.0	5.12687160249e-05	0.0	2.67635913908e-05	0.0	0.0	0.0	1.14160860764e-05	2.43399927281e-05	0.0	0.0	0.0	0.0	1.83883617597e-05	0.0	0.0
Cellulomonas fimi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulomonas flavigena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.92209310888e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum lentocellum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000195521912764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5602818216e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.40423269864e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Centipeda periodontii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3090133221e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium violaceum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51279695903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacter flavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08031992933e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter koseri	0.0	0.0	0.0	0.0	0.0	0.0	9.48505764808e-06	0.0	0.0	0.0	0.0	2.45316272693e-05	0.0	0.0	0.0	0.00297136799456	2.07676726427e-05	0.0	1.17403633432e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59839500041e-05	3.99382710508e-05	0.0	0.0	0.0	0.0	0.0	0.000329606355561	0.0	0.0	1.54088961815e-05	0.0	1.71436870313e-05	0.0	0.0	0.0	2.46123501011e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34490156634e-05	0.0	0.0	0.0	0.0	0.0	6.920669877e-06	0.0	0.0	0.0	0.0	0.0	6.75980944633e-05	2.00260591704e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.56143810032e-06	1.7721831262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9327287945e-05	0.0	0.0	0.0	0.0606457341282	0.0	9.83748576286e-05	0.0	0.0	0.0	0.00626844055768	0.0	0.0	0.0	0.0	0.0112751765492	4.75942276799e-05	0.0	3.35963437907e-05	0.0	0.0
Citrobacter rodentium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89046477176e-05	0.0	0.0	0.0	2.63459343393e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116941341867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000208534225477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17249882941e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27965167953e-05	2.04620591715e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35012937499e-06	0.0	0.0	1.89958944624e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70745368974e-05	0.0	0.0
Citrobacter sp. 30_2	0.0	1.07013952483e-05	0.0	0.0	0.0	0.0	5.9134155694e-06	0.0	0.0	0.0	0.0	7.78775849691e-05	1.76792797272e-05	0.0	4.10143642475e-05	0.000104284815113	1.61755198714e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.83240934673e-05	0.0	0.0	0.00137676756982	0.0	0.0	2.52364357464e-05	0.0	0.0	0.0	0.000155192453181	0.0	0.0	0.000156384623743	4.43127897915e-05	0.000499304239793	0.0	0.0	0.0	0.000945785648382	0.0	0.0	0.0	4.44215208062e-05	4.22771796005e-05	0.0	0.0	0.0	0.0	0.0	6.88355748768e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.29165827405e-05	0.0	0.0	0.000641551900996	0.00306600320956	0.00642992356848	3.00106749372e-05	0.0	0.0	5.51883668619e-05	0.0	0.0	0.0	0.0	0.0	8.04605107949e-05	4.3113283632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68173637079e-06	0.0	0.00903985218958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7039829563e-05	0.0	0.0
Citrobacter youngae	0.0	0.0	0.0	0.0	0.0	0.0	3.42838847843e-06	0.0	0.0	2.20367244309e-05	0.0	5.64052656313e-05	0.0	0.0	0.0	0.0	3.70768542838e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.84017712362e-05	0.0	0.0	0.000490407795247	4.11272938973e-05	0.0	0.0	0.0	0.0	0.0	0.000106310634554	0.0	0.0	3.96931925021e-05	0.0	0.000345185523217	0.0	0.0	4.63224252085e-05	1.23446996332e-05	0.0	0.0	0.0	1.20014058389e-05	0.000104397989889	0.0	0.0	2.69821611138e-05	0.0	0.0	1.76482114619e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.31001360686e-05	0.0	0.0	0.0	0.000125822030456	0.000528518681572	0.0	0.0	0.0	0.000189004351663	0.0	0.0	0.0	7.17391040398e-06	0.0	0.0	4.00911842185e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158670103597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94460027002e-05	5.54502280615e-05	0.0	0.0	0.0	0.0
Clostridiales bacterium 1_7_47FAA	5.32205015768e-05	1.11607928598e-05	4.92523478254e-05	0.0	1.0972710868e-05	0.0	4.88268485347e-05	1.00965234244e-05	0.0	0.0	0.0	0.0	8.32911520838e-05	1.47229098001e-05	1.43131926726e-05	0.0	0.0	0.0	0.000146701396713	2.88907376434e-05	0.000205431050023	1.47130096088e-05	1.05175083535e-05	0.000170755964818	0.0	5.26075677842e-05	0.0	5.93671397327e-05	0.000124077924349	0.000198345022835	2.18732581148e-05	3.76904456049e-05	6.09610726257e-05	3.41780889093e-05	0.000191923241596	0.000143786330593	6.0326103389e-05	6.62078920383e-06	0.000306221966446	0.000522159241253	0.000316369940944	0.0	4.99090177143e-05	0.0	3.36928211502e-05	6.2492294819e-05	0.0	3.38296766359e-05	0.0	1.08831310459e-05	0.0	8.99080457498e-05	0.000192701811929	6.05763560114e-05	0.0	0.0	0.00107027019003	2.80086994172e-05	0.000102828306904	0.000130296105599	1.14952192722e-05	5.43174523603e-05	0.0	8.24853399515e-05	7.12044144173e-05	0.000111865116149	8.37850017656e-05	1.3255732079e-05	0.0	0.0	8.23324436834e-05	8.87843718044e-05	4.42992111059e-05	1.22504295849e-05	0.0	2.39270408334e-05	0.0	0.0	0.0	0.0	4.33375868198e-05	3.36392831793e-05	0.0	3.59501150178e-05	8.3809169058e-06	0.0	0.0	0.000156389889893	0.0	0.000207710107964	1.17126984123e-05	0.0	1.80216403162e-05	8.94593406033e-06	0.0	0.0	0.0	9.15819272014e-05	1.220374165e-05	0.000214379312914	0.0	1.64778925682e-05	0.0	3.68786989856e-05	0.0	1.04116043272e-05
Clostridium bartlettii	0.00072825292137	3.30632758551e-05	0.000145907551831	0.000891381860462	0.00018420119146	0.0	0.00259400344102	0.00018943273785	0.000309508454714	0.0	0.0	0.00412040219994	3.65549276894e-05	0.0	0.0	0.00202638521272	0.0	0.000402550122586	0.0	9.50970300289e-06	1.26787278942e-05	0.0	0.000197331330699	1.873539923e-05	0.0	0.0	1.38305646686e-05	0.000429909586494	0.0	5.21806373384e-05	0.000136796631085	0.00016128090346	0.00145980188743	0.000320627640051	0.0	0.0	0.00171564464798	9.80687405343e-05	0.000136075028137	0.000224758880854	0.00083960161315	0.0	1.2321075222e-05	0.000138737078252	0.0	0.0	0.0	3.34062267425e-05	0.0	0.000440623132151	0.00020064775927	2.53664733028e-05	1.35921243948e-05	0.000418726804325	4.6882733084e-05	0.00609137273432	0.000104382567591	0.000129071186323	0.000355394176698	0.0	0.000488107289366	0.000229875234249	0.00026706155659	1.16361230872e-05	0.010364156939	0.0	5.17101596316e-05	0.000248706363009	0.0	6.75936830221e-05	0.0	0.0004164469769	0.0	0.000266135970552	0.0	0.0	0.0	0.0	0.0	1.86364080584e-05	9.62890320105e-05	1.10727388208e-05	0.00034775111952	0.0	0.0	0.000547516590044	5.13674566113e-05	0.0	0.000990021033461	0.0	0.000555172283517	0.0	0.0	8.83395679065e-06	0.0287174215546	0.0	0.0	0.0	0.0	0.000185233914931	5.23749083011e-05	0.0	0.0	0.0	0.0	2.05625621936e-05
Clostridium beijerinckii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40540870282e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
