	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10068.Gastrectomy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10056.Gastrectomy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10455.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10243.Gastrectomy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10618.Healthy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10104.Gastrectomy	10369.Gastrectomy	10574.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10562.Healthy	10395.Gastrectomy	10742.Gastrectomy	10672.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10509.Gastrectomy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
-1	0.390609016751	0.345233644252	0.249559880379	0.168353403726	0.236756365637	0.385366818173	0.345834333945	0.318696887957	0.366449209454	0.313416761388	0.412823434616	0.076143379154	0.259821448959	0.161577774254	0.177744991659	0.0183399065094	0.506923162536	0.281383499616	0.387149904877	0.120044621643	0.381426209303	0.344594511117	0.377108014434	0.0195479630646	0.547011172353	0.464908260029	0.235874635372	0.302294378308	0.318035108242	0.137753314009	0.294951711905	0.176795884143	0.216592188885	0.314752066182	0.187468177465	0.425360713733	0.149696561912	0.398057324351	0.367980627524	0.469352180945	0.148037715907	0.48352786183	0.393981033634	0.316408883747	0.324160038492	0.529145164641	0.205351121638	0.546255798621	0.221938692045	0.140513487278	0.584840739834	0.161169532983	0.221564313525	0.227804594347	0.542765869011	0.505050399449	0.136212698177	0.35247921304	0.275801421371	0.79504320323	0.186873991327	0.400332427036	0.39291541393	0.309819585936	0.374787322939	0.502232585936	0.226992504701	0.31128567245	0.304996588298	0.2136999962	0.182920050261	0.253885565945	0.427887623538	0.158783706099	0.357813036197	0.178480935577	0.407001564759	0.644530534197	0.501275408914	0.343883530629	0.362017453059	0.177628478759	0.458623727837	0.293562545038	0.223027101598	0.0640237311233	0.0448305293835	0.252715832498	0.110941231694	0.0981302552058	0.441931120932	0.467173751881	0.376535678769	0.466272813176	0.402134595211	0.1229909713	0.282470527549	0.361866247173	0.39830910394	0.306186325032	0.528987956058	0.243450851913	0.495589506332	0.498442795791	0.553105621913	0.20106042499
Abiotrophia defectiva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Achromobacter piechaudii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.60549625492e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54996351054e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Achromobacter xylosoxidans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93769504149e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidaminococcus fermentans	2.31108895211e-05	0.000497579188954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47171308378e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77236322437e-05	1.33260891904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73153894143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000240420203466	0.0	0.0	0.0	0.0	0.0	4.85401516684e-05	0.0	0.0	0.0	5.49019730095e-05	0.0	0.0	0.0	9.62116854339e-06	0.0	0.000214211546496	0.000217577512691	0.0	0.00139356430823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4019132825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00743444862684	0.0	0.0	2.19557972961e-05	0.0	0.0	0.0	0.0	0.000215485156648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668995749812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73671585748e-05	0.0	0.0
Acidaminococcus intestini	0.0	0.000555571693019	0.0	0.0	0.0	0.0	0.0	0.0	0.00336046803609	0.0	0.00731215624525	0.0	0.0	0.0180662417872	0.0240413307142	0.0	0.0	0.00493710241048	0.0	0.0	0.0	0.000433459472824	0.0	0.0	0.00098676328193	0.0	0.012592228225	0.0	0.0	0.0164822672693	0.000405332660448	0.0396806256876	0.00230229969525	8.6942905133e-06	0.00556758897456	5.62717752764e-06	0.0	1.01052574797e-05	0.0	0.0	0.0	0.000644607516696	0.0	0.0	0.00109530819469	0.0	0.0	0.00259473960136	0.0356616886202	0.0	0.0	0.0	0.0222246016614	0.00438434453559	0.0	0.00267386201008	0.0	0.0	0.0	0.0	0.0	0.0	0.00287266794761	0.0	0.0	0.0	5.32834901873e-06	0.00382554295364	0.0	0.0	0.0	0.0	7.51261452695e-06	6.23257748593e-06	1.88610452834e-05	0.0306004495546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186943817295	0.00211476570707	0.0	0.0	0.0	0.0	1.36541074323e-05	0.0	0.0	0.0	0.0101165716295	0.000223159043992	0.0286069210836	0.0	0.000213775640182	0.0	0.0	0.0	0.0
Acidaminococcus sp. D21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111304014656	0.0	0.00442275775384	0.0	0.0	0.0028344297207	0.0103867048909	0.0	0.0	0.00245291417527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327558842694	0.000201391403323	0.00603044541204	0.000915117972387	8.63858034506e-06	0.0	5.59112041564e-06	0.0	1.00405062969e-05	0.0	0.0	0.0	0.000640477082689	0.0	0.0	0.0	0.0	0.0	0.0	0.00949821816948	0.0	0.0	0.0	0.00509615921838	0.00108914151059	0.0	0.00151827866363	0.0	0.0	0.0	0.0	0.0	0.0	0.000356812908266	0.0	0.0	0.0	5.29420670202e-06	0.00228087652537	0.0	0.0	0.0	0.0	7.4644761517e-06	6.19264116913e-06	1.87401898778e-05	0.00996079150098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00630399400057	0.0	0.0	0.0	0.0	1.35666163805e-05	0.0	0.0	0.0	0.001311209158	0.0	0.00643605846572	0.0	0.000212405835842	0.0	0.0	0.0	0.0
Acidithiobacillus ferrooxidans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidovorax ebreus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidovorax sp. JS42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter baumannii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.43443260981e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter junii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter lwoffii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78798301496e-05	0.0	0.0
Acinetobacter sp. ADP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacillus minor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3796199706e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacillus pleuropneumoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89787666559e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinobacillus ureae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13215675329e-06	0.0	0.0	0.000514763756183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33116834717e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.59487218949e-05	1.99018370675e-05	0.0	2.83503276874e-05	6.2432749657e-06	0.0	2.58803003643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26421687387e-05	5.20252186137e-05	0.0	5.1726638584e-06	0.0	0.0	0.0	0.0	0.0	7.81334954965e-06	1.07281630509e-05	4.80447159531e-06	0.0	1.12175968381e-05	0.000368945322075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23562826731e-05	0.0	0.0	0.0	7.14837631332e-06	0.0	0.0	1.67084022448e-05	0.000212255734942	0.0	0.0	0.0	0.0	0.0	1.31649152507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces odontolyticus	7.16987865525e-05	4.22261844504e-05	0.000162633958481	1.29365085452e-05	9.30367420219e-05	9.48670254968e-06	0.000101245614307	0.000114257307512	0.000268547731289	0.000119262782817	4.13640577396e-05	0.000950412486131	0.000235240116807	0.000208513714289	1.34575995911e-05	0.0	2.04234784406e-05	0.00333612351373	9.20236359851e-05	4.54628957059e-05	0.000181440991753	2.76670337114e-05	0.0	5.36231938337e-05	2.58027817002e-05	0.00022310181928	0.000937709776484	0.000223329280574	1.66658536855e-05	6.22531093945e-05	3.4399537472e-05	4.73561411347e-05	4.30736735241e-05	4.83470429688e-05	0.0	0.000323251990384	0.000568469108748	6.23621660017e-05	4.33170111092e-05	0.000176652211596	6.71254400701e-05	0.00145368310337	0.0	0.000103185770713	8.73777692208e-05	2.93783609442e-05	5.6538772129e-05	4.78065225586e-05	9.63866394023e-05	9.23692145061e-05	3.82471883893e-05	0.000242031484763	1.30192079488e-05	0.0	0.0	6.43011930393e-05	3.73445915543e-05	3.52441389087e-05	0.000339399823265	1.36119395234e-05	8.65941825525e-05	8.04578143201e-05	9.67140042817e-05	4.44829872709e-05	0.000937494696896	0.0	0.000415053049378	0.0	0.000138532714535	7.52781187934e-05	0.000630555771868	2.79091206973e-05	8.35936186229e-05	0.000427240669242	0.0	4.50272460629e-05	6.71443915663e-05	5.88000756189e-05	6.16469279067e-05	0.000240215560303	4.08080830778e-05	7.38945035204e-05	4.74146067305e-05	2.26016376243e-05	8.69154733167e-05	0.000319945317022	0.000122639218919	0.0	1.68328596172e-05	0.000181929721195	3.30376616111e-05	4.84825975749e-05	1.69951577465e-05	8.41117710812e-06	0.0	0.000280670510219	2.41690200345e-05	3.24193520996e-05	6.90862139391e-05	0.000113719851488	6.23727750044e-05	0.0	6.10279070739e-05	0.0	2.03209253263e-05	2.94557301384e-05
Actinomyces sp. oral taxon 170	6.99857565989e-06	0.0	1.13343256231e-05	3.77694161974e-05	0.0	0.0	1.1989136696e-05	0.0	0.0	0.0	0.0	1.20372330631e-05	0.0	6.7867812559e-06	0.0	0.0	0.0	4.14693575221e-05	0.0	0.0	0.0	1.35434795834e-05	4.84206179779e-06	0.0	0.0	3.63193632282e-05	0.0	7.28640993037e-05	0.0	0.0	0.0	0.0	1.40288266038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23769606856e-06	0.0	0.0	0.0	0.0	0.0	2.00360724342e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28778503696e-05	1.08469457329e-05	0.00011797993785	0.0	0.0	0.0	0.0	0.0	2.13163119464e-05	0.0	0.0	1.12766488558e-05	0.0	1.10125459588e-05	0.0	0.0	0.0	1.15876178157e-05	0.0	0.0	0.0	1.10308192479e-05	1.01275331123e-05	1.63144706441e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43022770438e-05	1.52158794511e-05	0.0	1.05377655068e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces sp. oral taxon 175	1.39894998158e-05	0.0	0.00019200436045	0.0	2.01899479493e-05	0.0	2.09765999778e-05	1.85777502805e-05	8.73816552341e-06	0.0	0.0	2.90770505423e-05	0.0	0.0	0.0	0.0	0.0	0.000394320738991	0.0	8.85989640193e-06	0.0	0.0	4.83676944537e-06	0.0	0.0	4.83993457985e-05	0.0	0.000101156268584	0.0	0.0	3.35819866601e-06	0.0	0.0	0.0	0.0	3.56215315502e-05	0.0	0.0	1.40863220535e-05	8.13068561026e-05	0.0001940520628	0.0	5.74689407826e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.14460520657e-05	0.0	1.18316325957e-05	0.0	0.0	0.0	0.0	1.2156251551e-05	0.0	0.0	6.65963149061e-06	1.05891577257e-05	0.0	1.71665467768e-05	0.0	2.62034320986e-05	0.0	2.4094516011e-05	0.0	0.0	0.0	5.92060956942e-05	6.80685576471e-06	0.0	0.0	0.0	0.0	0.0	9.57494818031e-06	2.00570442566e-05	2.17092364223e-05	2.99031718094e-05	5.16463506739e-06	0.0	0.0	3.34525290016e-05	4.19334397074e-05	0.0	0.0	0.0	6.83350879043e-06	0.0	0.0	0.0	0.0	9.08117348595e-05	1.01374506344e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces sp. oral taxon 180	0.0	0.0	1.1551240439e-05	0.0	0.0	0.0	9.16115786888e-06	1.89436442846e-05	0.0	0.0	0.0	0.000157671528816	9.0020471308e-06	1.38119605315e-05	1.34275937949e-05	0.0	0.0	1.78457453408e-05	0.0	0.0	0.0	1.38026728939e-05	0.0	0.0	0.0	1.23381461233e-05	1.33233874731e-05	1.85646406857e-05	0.0	0.0	6.83996533023e-06	0.0	0.0	0.0	0.0	3.11284273717e-05	1.15440225964e-05	6.21114171129e-06	0.0	1.25603007608e-05	4.45004652683e-05	0.0	0.0	1.02669866609e-05	0.0	0.0	1.12353946379e-05	3.17365361082e-05	0.0	0.0	0.0	0.0	1.29127707229e-05	0.0	0.0	1.06769691477e-05	1.23956723359e-05	0.0	0.0	0.0	0.0	0.0	2.62462180226e-05	0.0	5.56869528288e-05	0.0	9.82512248965e-06	0.0	5.74211515017e-05	0.0	9.95497453147e-06	0.0	0.0	1.18014417918e-05	0.0	0.0	0.0	9.76352947111e-06	0.0	4.42623348211e-05	3.04921231679e-05	0.0	0.0	0.0	0.0	5.9273916966e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39242309004e-06	0.0	9.30632850539e-06	8.01435511146e-06	1.07394358612e-05	0.0	2.51393801306e-05	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces sp. oral taxon 448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03737335493e-05	0.0	0.0	0.0	0.0	0.0	5.16600265243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03417607128e-05	0.0	0.0	0.0	1.12589737346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64686978386e-05	0.0	1.94657865781e-05	1.23188277686e-05	0.0	0.0	0.0	0.0	1.37227263558e-05	1.13845792333e-05	0.0	0.0	0.0	0.0	0.0	2.63081044735e-05	1.00686304e-05	0.0	0.0	0.0	0.0	7.05846898305e-06	0.0	0.0	0.0	1.37878090914e-05	0.0	0.0	0.0	0.0	6.66321128755e-05	0.0	1.58782474544e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces sp. oral taxon 848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.020345603e-05	8.66747102931e-06	1.37889021667e-05	0.0	0.0	0.0	0.0	0.0	9.01931208566e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.26682398166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4339776559e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01927153869e-05	0.0	0.0	0.0	0.0	0.0	1.06591444914e-05	0.0	0.0	8.02541460395e-06	0.0	0.0	0.0	1.7468267532e-05	0.0	0.0	0.0	0.0	1.24148008285e-05	0.0	0.0	1.9277337607e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76753764427e-05	0.0	0.0	0.0	0.0	0.0	7.11345983767e-06	1.21796422581e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces urogenitalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.71922678094e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.78628757839e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93924476655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70208821984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
