Module	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10068.Gastrectomy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10056.Gastrectomy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10455.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10243.Gastrectomy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10618.Healthy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10104.Gastrectomy	10369.Gastrectomy	10574.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10562.Healthy	10395.Gastrectomy	10742.Gastrectomy	10672.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10509.Gastrectomy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
M00656	0.0	0.0	0.0	0.0	9.62957e-07	1.4380950000000001e-06	0.0	0.0	0.0	9.05739e-07	1.12489e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.000030000000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.056825e-07	2.6457550000000004e-07	0.0	1.8267150000000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7253400000000003e-06	0.0	0.0	0.0	2.428885e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.475967499999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31425e-06	0.0	6.172785e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.904370000000001e-07	0.0	0.0	5.068565e-07	1.59153e-07	0.0	0.0	1.227505e-06	2.0653350000000003e-06	0.0	0.0	0.0	0.0	6.92611e-07	0.0	0.0
M00657	3.001175e-06	2.378985e-06	1.1214985e-05	0.0	3.22899e-06	1.54938e-05	2.126955e-05	4.892195e-06	8.39061e-06	1.7111e-05	9.029805e-06	2.3274e-06	1.7423849999999998e-05	1.63751e-05	6.691554999999999e-07	2.21264e-07	4.316225e-05	9.203205e-06	1.99665e-05	1.326594e-05	5.052990000000001e-06	1.608975e-06	8.471278999999999e-06	2.7499650000000004e-06	1.63496e-05	7.75973e-06	2.791055e-05	1.95853e-05	6.03972e-06	1.7300425000000002e-06	6.172425000000001e-06	1.2340565e-05	5.314880000000001e-06	8.736585e-06	6.945045000000001e-07	1.531735e-05	1.0824684999999999e-05	3.5713650000000003e-06	2.76845e-06	2.94236e-05	9.5079e-06	8.97719e-08	1.2394665e-05	2.9133049999999996e-06	1.1350150000000002e-05	2.690645e-05	9.78155e-06	8.349830000000001e-06	5.2307600000000006e-06	1.4149449999999999e-05	1.480385e-05	1.53551e-05	3.39844e-06	1.22889e-05	8.787080000000001e-06	3.61206e-05	3.84409e-07	2.251575e-05	3.580735e-06	3.283825e-05	1.108158e-05	6.9760000000000015e-06	7.780575e-06	1.040333e-05	3.640155e-05	4.50066e-06	1.94208e-05	1.32759e-05	1.6659199999999998e-05	1.0219465e-05	7.332810000000001e-06	4.567255e-06	2.070895e-05	7.946380000000001e-06	2.07721e-05	2.30224e-05	7.280669999999998e-06	6.472775e-06	1.9315550000000002e-05	2.032815e-05	9.876605e-06	1.17842e-05	6.761805000000001e-06	5.50481e-06	5.402084999999999e-06	3.0302800000000003e-07	4.3301249999999995e-06	6.461595e-06	1.2807669999999998e-06	9.52984e-06	3.0517399999999997e-05	5.53989e-06	2.421575e-05	6.9395749999999995e-06	1.221025e-05	1.5535115e-05	4.39445e-06	1.4866099999999998e-05	1.69273e-05	1.3367220000000002e-06	2.53828e-05	5.086825e-06	5.321504999999999e-06	5.85623e-06	1.1447075e-05	4.658385e-06
M00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.157427e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0763049999999999e-07	0.0	8.885585000000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6643125e-08	0.0	0.0	2.87439e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.831125e-09
M00417	7.184245000000001e-08	4.011287725e-06	4.3884475e-08	3.4581580000000003e-06	3.32259e-05	0.0	1.0338807750000002e-06	8.84935e-07	2.675535e-08	0.0	1.3453174999999998e-06	2.6869635e-06	8.332989999999999e-08	9.455765e-08	0.0	5.8741434e-05	3.0005900000000003e-07	2.526255e-06	4.05484e-06	8.7402225e-07	0.0	0.0	1.20135e-07	6.0639184e-06	2.158335e-06	1.0850975000000002e-05	2.9068075e-06	1.09494975e-06	0.0	2.2946025e-07	1.471655e-06	1.4929599999999999e-06	3.4618431075e-05	2.5899349999999998e-05	7.51455e-09	1.5251475e-06	5.427265e-07	7.258487499999999e-07	2.6070999999999996e-07	1.7231100000000001e-07	1.9015675e-05	8.14204475e-06	2.8046275000000004e-06	0.0	1.4030875e-06	9.900880000000001e-08	9.18605975e-06	4.022551e-06	0.0	1.3178275e-05	9.154133e-08	1.8954775000000002e-07	1.80619575e-07	3.4375705e-05	7.019199999999999e-07	0.0	5.412399999999999e-07	1.2288045e-06	8.2587025e-07	2.2272075e-08	5.778152500000001e-08	1.07537e-07	2.141345e-06	6.641635000000001e-07	1.22931125e-06	9.760995e-06	5.38239e-07	2.30608e-07	3.0662624999999995e-05	3.1986505e-05	3.4995950000000003e-07	1.4566075e-06	3.0377200000000007e-06	2.5830275e-05	2.3712475000000002e-07	2.1732824999999998e-07	1.06693e-07	5.0466e-08	4.0795780000000005e-06	1.6878849999999997e-08	2.7772325000000003e-08	6.96627295e-06	0.0	1.140994825e-05	1.8126395000000006e-05	1.124295e-05	2.9733075e-05	0.0	8.9268375e-06	1.11735225e-05	0.0	1.56181425e-05	2.123988e-06	1.5104435499999996e-06	2.1388995e-05	1.5687475e-06	2.2350925e-05	5.3600675000000004e-08	1.21872705e-05	5.4034905000000016e-06	9.0398575e-06	1.7256955e-05	0.0	4.7314525e-06	0.0	9.265775e-08
M00761	1.0260855000000001e-07	4.1256149999999984e-06	2.9474999999999998e-08	1.0631325e-06	1.3615675e-05	0.0	3.50683e-07	5.953804999999999e-07	0.0	0.0	2.5660900000000004e-06	3.9903699999999995e-06	9.127835e-08	5.254975e-08	0.0	4.4120749999999996e-05	0.0	1.36644e-06	5.8058e-06	8.123435000000002e-07	0.0	0.0	4.02206e-08	4.890835e-06	3.0029400000000003e-06	1.13543e-05	3.19654e-06	1.314496e-06	0.0	4.397485e-07	3.9281099999999996e-06	8.722669999999999e-07	4.86734e-05	4.32249e-05	0.0	1.827715e-06	2.63353e-07	8.453835000000002e-07	4.2257199999999995e-07	0.0	8.781905e-06	0.0	1.888905e-06	0.0	4.936959999999999e-07	1.52168e-07	8.621649999999999e-06	4.87427e-06	0.0	7.80466e-06	9.60829e-08	1.0248595e-07	1.99148e-07	3.0367600000000004e-05	0.0	0.0	3.81725e-07	6.289515000000001e-07	4.872475e-07	1.6315899999999999e-07	0.0	1.0339205e-07	9.436965e-07	6.679209999999999e-07	9.861015e-07	6.047630000000001e-06	1.1379245e-07	3.0646500000000004e-07	1.22253e-05	2.1550500000000003e-05	2.3570699999999998e-07	1.4018950000000002e-06	3.312425e-06	1.6255799999999998e-05	0.0	1.309245e-07	7.37613e-08	1.1881299999999999e-07	1.206385e-05	0.0	2.20966e-08	8.270535e-06	0.0	5.491805000000001e-06	2.2043200000000003e-05	1.257805e-05	3.39553e-05	0.0	1.860927e-06	4.068175e-06	0.0	1.829975e-05	1.9081900000000004e-06	2.51135e-06	1.90748e-05	0.0	2.069525e-05	0.0	5.353919999999999e-06	1.635555e-07	5.71116e-06	2.20242e-05	0.0	5.42553e-06	0.0	6.37209e-07
M00762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3282399999999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2766950000000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.233319999999999e-08	0.0	0.0	0.0	0.0	1.34362e-08	0.0	0.0	6.4916e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.543605e-08	0.0	0.0	0.0	0.0
M00521	6.81425e-07	0.0	5.45342e-07	9.391185e-08	7.5489049999999985e-06	0.0	3.757015e-06	6.333530000000001e-08	1.240236e-05	2.488535e-06	1.53805e-05	3.763925e-05	3.2284e-06	2.5443135e-06	0.0	2.2480799999999998e-07	0.0	1.42936e-05	3.706010000000001e-06	1.5429580000000002e-06	8.402555e-06	0.0	9.104155e-08	1.156915e-06	0.0	2.29436e-05	1.0405460000000001e-05	5.1769849999999995e-06	0.0	5.651380000000001e-08	5.73317e-07	0.0	1.24279e-06	3.797595e-07	4.991765e-07	4.07108e-06	1.2915265e-05	7.2500399999999995e-06	8.546804999999998e-07	3.5368250000000002e-06	1.180506e-06	5.569225e-06	5.379651999999999e-07	1.8545099999999998e-06	1.068902e-05	1.0487735e-06	2.5674200000000003e-06	1.999695e-06	3.021125e-07	3.5229955000000003e-05	6.736624999999999e-07	2.4593850000000002e-05	4.0945950000000005e-07	1.7405415000000002e-07	0.0	2.517305e-07	4.8883045e-07	8.083435e-07	2.1720750000000003e-06	5.769519999999998e-06	1.329025e-06	2.1896250000000002e-06	1.7718300000000006e-05	4.642235e-06	7.093065e-06	3.116655e-06	1.5665164999999998e-05	2.7277804999999995e-07	1.539605e-06	1.123017e-06	7.02037e-07	1.225572e-06	5.1743950000000005e-06	3.795505e-06	9.972924999999999e-07	3.4010699999999995e-06	4.130445e-06	2.639565e-07	6.726685e-06	9.125775e-06	1.856455e-06	1.59035e-06	5.054460000000001e-07	2.161854e-06	3.60756e-06	1.262145e-05	6.510174999999999e-07	9.13523e-07	1.326865e-06	1.062479e-05	0.0	9.355385e-07	5.1483e-07	1.0859545e-06	1.0026310000000002e-05	2.7522415e-05	3.48417e-07	5.17144e-06	6.372465e-06	9.668725e-07	6.718610000000001e-06	2.5524350000000002e-06	0.0	2.3230415e-06	1.48465e-06	5.23705e-06
M00400	0.0	0.0	0.0	0.0	0.0	4.5567333333333336e-08	2.624113333333333e-07	0.0	4.9872e-07	0.0	1.52751e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.716133333333332e-08	0.0	0.0	0.0	0.0	0.0	2.08758e-08	0.0	4.870166666666667e-07	0.0	0.0	0.0	0.0	0.0	3.4019e-08	0.0	0.0	9.281733333333332e-08	0.0	3.016206666666667e-08	0.0	1.1571066666666666e-08	0.0	0.0	1.95642e-07	0.0	1.2084866666666668e-07	0.0	0.0	0.0	7.574566666666667e-07	2.0001366666666665e-06	9.446466666666666e-08	0.0	7.581433333333334e-08	0.0	5.2246e-08	8.758566666666666e-08	0.0	3.3926000000000003e-07	0.0	4.686966666666666e-07	0.0	0.0	0.0	0.0	9.427133333333333e-08	0.0	0.0	7.703866666666667e-09	2.6334966666666668e-08	0.0	1.4303333333333332e-07	0.0	0.0	8.083600000000001e-08	0.0	1.4343333333333334e-06	0.0	0.0	0.0	0.0	6.643999999999999e-07	0.0	1.0240266666666666e-07	0.0	3.671133333333333e-08	1.1713299999999998e-05	0.0	0.0	0.0	0.0	4.2766333333333337e-08	1.8332766666666667e-07	0.0	0.0	0.0	2.785553333333333e-07	1.3782333333333335e-07	0.0	0.0	4.5981333333333336e-08	2.234286666666667e-07	0.0	0.0	0.0	1.4330833333333334e-07	0.0
M00764	3.8739349999999985e-06	4.314538e-07	2.179728e-06	1.0751500000000001e-07	1.6841962750000005e-06	2.49225575e-06	5.6482875e-06	2.2069775000000003e-06	3.4071925000000003e-07	1.3345805e-05	1.223922e-06	2.74411e-06	1.1306350000000001e-06	1.1895425e-07	1.5212674999999998e-06	0.0	6.1525885e-06	3.1122075000000006e-06	2.2190870000000003e-06	2.50042e-05	1.3667425e-05	9.067475000000001e-07	7.6957619e-06	0.0	2.28781175e-06	1.1332045249999998e-06	3.737803775e-06	1.5633207499999996e-06	1.986421e-06	6.9980625000000016e-06	2.4009275e-05	1.2055275e-05	2.082895e-05	1.4301537499999998e-05	6.825257499999999e-07	8.343630000000001e-06	5.5364125e-06	3.3677878e-06	3.1842000000000004e-06	1.1890535e-06	1.777191e-06	9.952249999999999e-07	1.721678e-06	1.34832875e-06	5.0773975000000005e-06	3.5413075e-06	7.1189725e-06	3.0403185e-06	1.12537825e-06	3.76615e-06	2.4771324999999997e-06	3.325026499999999e-06	2.1644725e-06	2.36071275e-06	5.5885e-06	2.6575225e-05	2.55254825e-06	1.76548e-06	8.7605075e-06	1.367236e-06	1.4860639999999999e-05	7.835802499999998e-07	2.2232545e-06	4.0315425e-06	7.850805e-06	8.368920499999998e-07	7.174031349999999e-06	3.5098143999999996e-06	3.205755e-06	4.892798e-06	3.441715e-06	1.67218e-08	8.453662250000002e-07	5.217130000000001e-06	2.72419325e-06	7.6692575e-06	1.952890925e-06	2.860845e-06	8.384317500000001e-07	1.2036085e-05	9.883095e-07	8.165791000000001e-06	7.263782499999999e-06	1.7916115e-06	2.015165e-05	1.28492425e-06	1.118565e-05	3.8729499999999996e-08	2.0738650000000003e-06	3.0529950000000007e-06	5.7923625000000006e-06	3.57515e-06	3.977480000000001e-06	1.9374515e-06	2.7869417499999996e-06	1.1134911750000001e-05	7.581655500000002e-07	2.0619575e-06	8.91739e-06	5.679565e-08	6.70731925e-06	5.53877525e-06	2.98393725e-06	4.48056825e-06	6.1761925e-06	6.710302499999998e-06
M00522	1.0260264999999998e-07	0.0	2.773995e-07	0.0	1.034215e-07	0.0	0.0	0.0	1.77988e-06	9.615845e-08	0.0	1.21745e-06	1.6364095e-06	0.0	0.0	0.0	0.0	2.8171300000000003e-07	3.458135e-07	0.0	6.854590000000001e-07	0.0	0.0	0.0	0.0	5.996874999999999e-07	3.197265e-06	0.0	0.0	0.0	4.395785e-08	0.0	1.675405e-07	0.0	0.0	1.87679e-06	2.4281e-07	1.02871e-06	0.0	9.652735e-07	0.0	0.0	2.5994350000000003e-07	0.0	1.0053475e-06	1.829341e-07	8.340819999999999e-08	0.0	0.0	0.0	0.0	0.0	7.672325e-08	0.0	0.0	0.0	0.0	3.43777e-07	4.349655e-08	0.0	0.0	0.0	6.585885e-06	0.0	3.88221e-06	3.2173950000000005e-08	9.48078e-07	0.0	6.440668499999999e-07	0.0	0.0	2.35201e-07	1.2237299999999998e-06	0.0	0.0	2.284165e-06	8.734064999999999e-07	0.0	1.4740475e-06	1.2252595e-07	0.0	1.6131050000000002e-07	3.628095e-07	0.0	2.98344e-06	2.283325e-07	3.0084499999999997e-07	3.202335e-07	2.004588e-06	6.9859249999999995e-06	0.0	0.0	0.0	8.363875e-08	1.06287e-06	7.919790000000001e-06	3.1117234999999995e-07	3.3128300000000007e-06	0.0	8.74108e-08	0.0	2.4982965e-07	2.2863835e-07	0.0	0.0	0.0
M00401	0.0	0.0	0.0	0.0	0.0	3.005143333333333e-07	0.0	0.0	1.6935500000000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.418133333333334e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0623e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4977233333333334e-07	0.0	4.610633333333334e-09	0.0	0.0	0.0	0.0	3.7840000000000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9252166666666667e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.570915e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5019900000000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6634e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.191915e-08
M00403	0.0	0.0	0.0	0.0	0.0	1.4389684210526317e-08	8.286673684210527e-08	0.0	1.5749052631578947e-07	0.0	4.823715789473684e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0682526315789485e-08	0.0	0.0	0.0	0.0	0.0	6.592357894736843e-09	0.0	1.5379473684210526e-07	0.0	0.0	0.0	0.0	0.0	1.0742842105263158e-08	0.0	0.0	2.9310736842105262e-08	0.0	9.524863157894737e-09	0.0	3.6540210526315793e-09	0.0	0.0	6.178168421052633e-08	0.0	3.8162736842105264e-08	0.0	0.0	0.0	2.3919684210526317e-07	6.316221052631578e-07	2.9830947368421054e-08	0.0	2.394136842105263e-08	0.0	4.087485789473684e-08	2.7658631578947365e-08	0.0	1.0713473684210527e-07	0.0	1.480094736842105e-07	0.0	0.0	0.0	0.0	2.97698947368421e-08	0.0	0.0	2.4328e-09	8.316305263157896e-09	0.0	4.516842105263158e-08	0.0	0.0	2.5527157894736845e-08	0.0	4.5294736842105253e-07	0.0	0.0	0.0	0.0	2.0981052631578947e-07	0.0	3.233768421052632e-08	0.0	1.6292026315789476e-08	3.6989368421052628e-06	0.0	0.0	0.0	0.0	1.3505157894736845e-08	5.789294736842105e-08	0.0	0.0	0.0	8.796484210526316e-08	4.3523157894736836e-08	0.0	0.0	1.452042105263158e-08	7.055642105263158e-08	0.0	0.0	0.0	4.5255263157894735e-08	0.0
M00645	6.128095000000001e-08	3.64931e-06	0.0	3.754855e-06	3.49902e-05	0.0	3.1206700000000004e-07	7.621390000000002e-07	0.0	0.0	0.0	0.0	1.0478345e-07	7.594439999999999e-08	0.0	7.672975e-05	9.02249e-08	2.9932650000000003e-06	4.10723e-06	1.1430785e-06	0.0	0.0	1.2660525e-07	4.6603550000000005e-06	0.0	1.57574e-05	1.388434e-06	8.946563499999998e-07	0.0	4.03303e-07	0.0	1.1695469999999998e-06	0.0	4.54567e-05	0.0	2.046765e-06	3.028555e-07	8.629315000000002e-07	2.25344e-07	0.0	1.5839100000000002e-05	1.4721329999999998e-05	2.8720850000000002e-06	0.0	8.633780000000002e-07	0.0	9.28686e-06	1.7945355000000004e-06	0.0	1.397865e-05	1.5688700000000002e-07	4.244225e-07	0.0	3.164945e-05	0.0	0.0	6.163499999999999e-07	1.30731e-06	8.44902e-07	3.546308e-07	0.0	1.2001764999999998e-07	2.311435e-06	4.77179e-07	9.02502e-07	4.77587e-06	2.787155e-07	3.473355e-07	3.192425e-05	3.29548e-05	2.75579e-07	1.911415e-06	4.21442e-06	3.4482e-05	0.0	0.0	2.890275e-08	7.966742499999999e-07	5.978097000000001e-06	0.0	0.0	2.902199e-06	0.0	1.213095e-05	1.304444e-05	8.966464999999999e-06	2.6893150000000002e-05	0.0	4.4108849999999985e-06	8.474045e-06	0.0	1.831135e-05	2.412155e-06	8.417539999999999e-07	2.5961149999999998e-05	1.98038e-06	3.2606e-05	0.0	1.116335e-05	2.0006155000000003e-06	4.3767149999999985e-06	1.8304649999999998e-05	0.0	4.804565e-06	0.0	0.0
M00766	0.0	0.0	0.0	0.0	3.57137e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.456435e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.984665e-08	0.0	0.0	0.0	0.0	0.0	7.865279999999998e-07	0.0	0.0	5.984695e-06	0.0	0.0	0.0	3.364365e-06	0.0	5.292999999999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3217949999999999e-06	9.499155e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21432e-08	0.0	0.0	0.0	1.235563e-07	0.0	7.631719999999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.718964999999999e-08	1.1289115e-07	4.173545e-07	0.0	0.0	0.0	9.39406e-07	0.0	7.982494999999999e-08	8.181625000000001e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.690990000000001e-07	0.0	0.0	0.0	2.15433e-07	0.0	0.0	7.043480000000001e-08	0.0	0.0	7.558464999999998e-07	0.0	0.0	0.0	0.0
M00525	6.321565e-05	7.634345e-05	6.375705e-05	4.30767e-05	4.37562e-05	4.3810649999999994e-05	9.40355e-05	5.673595e-05	8.00706e-05	7.504445e-05	5.28827e-05	0.00016351	8.933745e-05	7.594904999999999e-05	5.792270000000001e-05	0.00011106649999999999	5.3077650000000005e-05	7.20275e-05	6.524085e-05	0.000124218	4.10917e-05	2.1615949999999998e-05	4.659005e-05	5.82457e-05	2.34524e-05	5.47212e-05	0.0001122325	0.000102191	4.625900000000001e-05	9.18152e-05	0.00010374065000000001	8.286889999999999e-05	6.92041e-05	7.469435e-05	4.76543e-05	6.60655e-05	5.91042e-05	4.85308e-05	1.84173e-05	3.35734e-05	8.225020000000001e-05	4.35916e-05	4.9329399999999996e-05	2.5459e-05	6.29792e-05	5.522965e-05	3.97951e-05	1.99101e-05	5.724995e-05	8.97533e-05	4.8435e-05	8.8903e-05	8.73866e-05	8.392545000000001e-05	3.44301e-05	6.467925e-05	6.86643e-05	5.2993599999999994e-05	9.312165000000001e-05	2.8281599999999997e-05	8.52149e-05	3.869405e-05	7.96806e-05	0.0001206945	6.45833e-05	5.771275e-05	9.44815e-05	4.28103e-05	5.0927700000000004e-05	5.329535e-05	7.59565e-05	3.49407e-05	5.8645600000000006e-05	5.921729999999999e-05	3.508935e-05	6.476069999999999e-05	5.615465e-05	3.8208000000000004e-05	6.92176e-05	6.64691e-05	3.54584e-05	7.894839999999999e-05	3.25769e-05	6.386985e-05	8.84622e-05	0.000159197	0.0001007403	5.24725e-05	9.418459999999999e-05	0.0001130385	0.000100974	4.93595e-05	3.42866e-05	3.206085e-05	5.27862e-05	0.000107319	3.79106e-05	5.3841599999999996e-05	4.03578e-05	4.45817e-05	5.43609e-05	7.99236e-05	3.52916e-05	5.44189e-05	7.19393e-05	6.2526e-05
M00646	7.87305e-08	3.9263e-06	0.0	3.81107e-06	3.32008e-05	0.0	4.6164099999999997e-07	7.63867e-07	0.0	0.0	8.619278333333334e-06	1.5635961399999994e-05	1.37791e-07	7.93255e-08	0.0	8.313790000000001e-05	1.54067e-07	3.03361e-06	4.2147000000000005e-06	1.2930700000000002e-06	0.0	0.0	1.57286e-07	5.2410400000000006e-06	7.337003333333333e-06	1.33054e-05	1.8041099999999997e-06	1.76055e-06	0.0	5.07124e-07	1.4297353333333334e-05	1.3456700000000001e-06	4.455516666666667e-05	4.622037266666667e-05	0.0	2.4153900000000003e-06	4.86924e-07	1.07319e-06	3.44632e-07	7.127014833333334e-06	1.74524e-05	1.7161433333333335e-05	3.3275800000000004e-06	0.0	1.00354e-06	9.183451333333334e-06	1.00861e-05	3.03894e-06	0.0	1.43393e-05	1.74053e-07	5.82177e-07	2.796053816666667e-05	3.37839e-05	5.774476e-06	0.0	7.02592e-07	1.31488e-06	9.787200000000002e-07	6.13598e-07	8.947702000000001e-06	1.64926e-07	2.7068599999999996e-06	6.67757e-07	1.16069e-06	6.57398e-06	3.19332e-07	4.88817e-07	2.96994e-05	3.30479e-05	3.55316e-07	2.3312299999999998e-06	5.13379e-06	3.47754e-05	1.23521075e-05	7.558468166666665e-06	3.704169999999999e-08	1.5693600000000001e-06	1.17225e-05	4.589880583333333e-06	0.0	5.29754e-06	0.0	1.21671e-05	1.78451e-05	8.546393933333334e-06	3.71795e-05	0.0	5.4438400000000006e-06	8.825819999999999e-06	0.0	1.87975e-05	3.2563299999999996e-06	1.5051900000000002e-06	2.1880166666666668e-05	2.3228599999999996e-06	3.641396666666667e-05	1.3873012166666669e-05	1.1044100000000002e-05	3.89768e-06	7.182580000000001e-06	2.1611399999999998e-05	0.0	6.26944e-06	0.0	1.2532121366666667e-05
