Module	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10068.Gastrectomy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10056.Gastrectomy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10455.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10243.Gastrectomy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10618.Healthy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10104.Gastrectomy	10369.Gastrectomy	10574.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10562.Healthy	10395.Gastrectomy	10742.Gastrectomy	10672.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10509.Gastrectomy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
M00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.966819999999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.556105e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06057e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.884545e-08
M00356	0.0	0.0	0.0	0.0	0.0	2.0029299999999998e-07	0.0	0.0	2.6162466666666667e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.546163333333333e-07	0.0	0.0	0.0	5.344946666666667e-07	0.0	2.383226666666667e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.4649846666666664e-07	0.0	0.0	0.0	3.759236666666667e-07	0.0	8.647123333333333e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0447e-08	0.0	0.0	1.0022293333333334e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.1848066666666667e-06	0.0	0.0	0.0	0.0	3.1491599999999996e-07	0.0	0.0	4.5987e-08	1.4086916666666666e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.249403333333333e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1670166666666663e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69574e-07	0.0	0.0	0.0	0.0	0.0
M00477	3.0910960000000005e-08	3.518725e-06	3.86258e-08	3.563315e-06	2.62906e-05	0.0	4.1720769999999986e-08	7.884869999999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.637415e-06	0.0	8.88214e-07	0.0	0.0	9.07858e-08	5.776235000000001e-06	0.0	7.491085000000001e-06	3.5615600000000003e-07	1.164945e-07	0.0	1.7180824999999998e-07	0.0	1.3695535e-06	0.0	1.3198100000000003e-05	0.0	1.117346e-06	1.0662889999999999e-07	7.247320000000002e-07	0.0	0.0	1.5101415000000004e-05	0.0	1.5220765e-06	0.0	9.46678e-07	6.13054e-08	6.504562e-06	6.793215e-07	0.0	1.21778e-05	0.0	3.45806e-07	0.0	2.3494830000000006e-05	0.0	0.0	4.3990699999999994e-07	1.9000120000000001e-06	6.61768e-07	0.0	0.0	1.071991e-07	1.822595e-06	2.2867249999999999e-07	3.3701350000000004e-08	2.53014e-06	1.251565e-07	4.652215e-07	3.51875e-05	3.212105e-05	2.3009899999999997e-07	1.703615e-06	2.114346e-06	2.38539e-05	0.0	0.0	0.0	7.7687e-08	4.36355e-08	0.0	0.0	9.270660000000002e-08	0.0	1.2064795e-05	8.247955e-06	4.9074e-06	1.1338402500000003e-05	0.0	0.0	7.879788199999999e-06	0.0	1.108436e-05	1.024762e-06	1.6105604999999998e-07	3.37501e-05	0.0	1.5197015e-05	0.0	1.2432435e-05	1.7679579999999998e-07	0.0	1.0081805000000001e-05	0.0	3.344005e-06	0.0	0.0
M00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1956974999999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00115	2.0681399999999998e-05	6.46576e-05	3.48106e-05	1.1393699999999999e-05	3.84493e-05	2.13816e-05	4.50883e-05	1.76739e-05	5.15445e-05	4.11744e-05	2.28325e-05	2.0601999999999997e-05	3.33235e-05	6.786799999999999e-06	2.69375e-05	7.67582e-05	2.35285e-05	4.30521e-05	3.9515e-05	5.78238e-05	4.2751400000000005e-05	1.2581300000000001e-05	2.77026e-05	9.85796e-05	2.59115e-05	2.3355999999999998e-05	3.66754e-05	3.53264e-05	1.90124e-05	3.87515e-05	7.83297e-05	3.21031e-05	5.99087e-05	6.133359999999999e-05	2.9195900000000003e-05	3.99847e-05	8.239910000000001e-06	2.2459e-05	2.62748e-05	1.67378e-05	3.30116e-05	2.26978e-05	3.1685e-05	8.779770000000001e-05	1.92437e-05	4.52582e-05	2.6496799999999997e-05	1.0973e-05	1.84099e-05	0.000114766	3.45646e-05	8.34841e-06	3.7214899999999995e-05	5.13168e-05	1.79088e-05	4.15106e-05	3.23555e-05	2.22929e-05	1.52832e-05	1.1298800000000001e-05	4.232560000000001e-05	1.76332e-05	3.94684e-05	4.50518e-05	2.4604e-05	3.94363e-05	3.45942e-05	2.10398e-05	3.78259e-05	4.40886e-05	4.45014e-05	1.71679e-05	6.0928900000000005e-05	4.55216e-05	1.505e-05	4.31225e-05	2.80827e-05	5.3361899999999995e-05	3.60665e-05	2.77572e-05	2.17609e-05	3.9407600000000005e-05	1.79961e-05	5.30796e-05	3.5407399999999996e-05	4.570939999999999e-05	5.29071e-05	2.78164e-05	1.57413e-05	6.47445e-05	5.98181e-05	2.91021e-05	1.7943199999999998e-05	1.47731e-05	3.09286e-05	1.16552e-05	3.64553e-05	2.15731e-05	2.2400999999999998e-05	3.1455199999999997e-05	2.10398e-05	5.2655500000000004e-05	2.3066100000000003e-05	4.4122600000000003e-05	4.73508e-05	2.98715e-05
M00236	4.10345e-05	5.030346666666667e-06	5.744983333333335e-05	1.49425e-05	5.49738e-05	4.697803333333334e-05	0.00015598566666666665	9.687393333333334e-06	0.000137551	0.00012030593333333333	8.489436666666666e-05	0.00032810166666666666	7.855979999999999e-05	0.00011765826666666664	1.6325479999999997e-05	2.4824656666666663e-06	5.5896466666666676e-05	5.811360000000001e-05	0.0001075394	0.00014290203333333336	8.075106666666668e-05	2.4568500000000007e-05	7.6352e-05	1.2780510000000001e-05	3.296236666666666e-05	9.182956666666664e-05	0.00014580466666666667	0.00023476266666666665	2.75988e-05	4.37467e-05	0.00015719566666666667	7.423546666666666e-05	0.00017032733333333333	0.00012520113333333333	7.4557166666666655e-06	6.71926e-05	0.00010592126666666666	7.01e-05	2.13404e-05	3.41982e-05	2.559583333333333e-05	5.54537e-05	6.40812e-05	3.080806666666667e-05	8.729253333333334e-05	8.09561e-05	5.182766666666667e-05	4.387243333333334e-05	4.049996666666666e-05	0.0003441433333333333	6.408843333333333e-05	9.912683333333333e-05	0.00010336213333333334	3.27517e-05	6.420980000000001e-05	9.718163333333333e-05	4.000363333333333e-05	3.94479e-05	0.00027322933333333337	4.21533e-05	0.00013375883333333332	2.998036666666667e-05	0.00011505763333333332	0.00013226403333333332	0.00010491426666666666	5.9838666666666674e-05	0.00012085983333333333	5.382866666666668e-05	3.415226666666667e-05	4.473836666666667e-05	3.766513333333334e-05	3.445843333333333e-05	8.019663333333333e-05	5.875556666666668e-05	2.652043333333333e-05	0.00010122306666666667	7.494783333333334e-05	5.8102433333333335e-05	0.0001018521	0.00013646233333333333	6.147033333333333e-05	8.586173333333335e-05	5.099206666666666e-05	4.6357766666666665e-05	0.00015250033333333331	0.0002553596666666667	0.00010259306666666664	3.5411100000000004e-05	6.0547966666666664e-05	0.0001345857	0.0001287486	5.4823333333333334e-05	7.018716666666666e-05	2.795603333333333e-05	6.974583333333332e-05	0.0002763656666666667	1.2624866666666667e-05	6.233229999999999e-05	5.974899999999999e-05	3.39468e-05	6.578923333333334e-05	9.721023333333333e-05	5.9183133333333326e-05	6.0515699999999994e-05	0.00010365646666666668	8.848956666666667e-05
M00357	1.2493501333333332e-06	0.0	3.1416036666666667e-06	1.3069966666666666e-07	4.819503333333333e-07	2.23642e-07	1.11997e-06	2.8385966666666666e-07	2.6162466666666667e-06	2.91377e-06	6.98935e-07	1.1815933333333332e-07	5.142899999999999e-07	5.1406e-06	0.0	0.0	4.035746666666667e-06	4.853633333333333e-07	2.759555e-07	2.02402e-06	6.265796666666666e-06	5.806166666666666e-07	1.0283523333333333e-06	0.0	2.383226666666667e-07	6.321786666666667e-07	9.98651e-07	3.69351e-06	0.0	5.457883333333333e-07	1.993205e-06	2.866084e-07	3.064843333333333e-06	1.1986516666666669e-06	2.16958e-06	2.61506e-07	0.0	6.208373833333333e-07	1.5668966666666665e-05	2.59406e-06	2.9347700000000007e-06	0.0	2.0059566666666667e-06	4.565500000000001e-07	2.727703e-06	2.9981433333333334e-06	1.9580266666666667e-06	7.349776666666667e-07	2.5413700000000004e-06	1.2091201333333334e-06	3.503626666666667e-06	1.0082456666666668e-06	3.330493333333333e-07	0.0	3.67409e-06	2.3847916666666667e-06	4.009533333333333e-07	9.262366666666668e-08	1.5233066666666663e-06	1.1138695000000002e-06	2.005653333333333e-06	1.48936e-07	0.0	7.613008333333334e-07	3.1491599999999996e-07	6.382809999999999e-06	1.753979e-06	6.343486666666668e-08	3.693305833333333e-07	1.0028956666666667e-06	2.802543333333333e-06	6.55736e-07	6.893876666666666e-06	0.0	0.0	2.9617059999999997e-06	1.4784966666666667e-06	4.800533333333333e-07	1.94106e-06	3.1403612999999994e-06	2.5190900000000003e-06	1.32886e-06	2.821748333333333e-07	3.7775800000000003e-06	9.258253333333332e-07	0.0	0.0	1.1586086666666667e-06	0.0	4.796196666666667e-07	3.132563333333333e-07	0.0	1.4317293333333333e-06	0.0	7.024266666666667e-07	1.3031966666666665e-07	0.0	2.743646666666667e-06	1.083902e-06	6.027483333333333e-06	5.088868333333332e-07	1.64536e-06	1.6808066666666667e-06	0.0	1.2972443333333335e-06	1.5803483333333338e-06
M00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66312235e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4199872000000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00116	1.78321e-05	1.52998e-05	2.72648e-05	1.61429e-05	2.705e-05	4.68671e-06	2.4450300000000002e-05	9.837610000000001e-06	6.29263e-06	7.229769999999999e-06	1.28717e-05	6.35905e-05	2.7461900000000002e-05	9.505310000000001e-06	2.97106e-05	7.818770000000001e-05	1.261e-05	1.66027e-05	1.642e-05	9.80472e-06	1.32602e-05	3.17967e-06	9.11755e-06	9.142969999999999e-05	1.10331e-05	1.3428699999999999e-05	2.50244e-05	3.4149499999999996e-05	2.52621e-05	1.8201500000000002e-05	1.57316e-05	2.74683e-05	4.84005e-05	4.72802e-05	3.37246e-05	2.27675e-05	2.3742199999999998e-05	4.37139e-06	1.00713e-05	1.1888e-05	2.5884e-05	1.72601e-05	8.732239999999999e-06	1.3163699999999999e-05	1.08867e-05	6.992589999999999e-06	9.808589999999999e-06	6.6806899999999996e-06	2.8290550000000006e-05	2.12048e-05	1.30653e-05	3.54471e-05	3.72083e-05	4.2481599999999997e-05	5.63025e-06	2.10386e-06	1.72563e-05	1.94703e-05	5.493380000000001e-06	5.1304899999999996e-06	3.83084e-06	1.8595e-05	1.6190899999999998e-05	2.4830199999999998e-05	2.7585900000000003e-05	1.8323499999999998e-05	1.9331300000000002e-05	5.28703e-06	2.88839e-05	3.37261e-05	2.2945500000000002e-05	7.9443e-06	2.09002e-05	3.52679e-05	8.38596e-06	1.15046e-05	8.63035e-06	5.1039599999999995e-06	2.0259700000000002e-05	6.97705e-06	1.47061e-05	2.85917e-05	4.73806e-06	3.69148e-05	3.87519e-05	1.3831400000000001e-05	5.83905e-05	2.20358e-05	2.2988800000000003e-05	4.0385999999999996e-05	9.43388e-06	2.5669099999999998e-05	3.75852e-06	1.6415e-05	1.8808599999999998e-05	1.5241500000000001e-05	2.8736399999999998e-05	2.44741e-05	1.162e-05	1.56772e-05	6.79608e-06	2.2732e-05	5.15768e-06	2.1259e-05	8.16029e-06	1.22348e-05
M00237	1.63909e-05	3.5218940000000005e-05	1.1231361999999997e-05	1.0024298e-05	6.89295e-05	1.526144e-05	5.6398559999999996e-05	8.415362e-06	3.723426e-05	3.159546e-05	2.44395e-05	9.693642e-05	3.058232e-05	5.412544000000001e-05	9.647878e-06	7.55369e-05	2.9485e-05	3.756356e-05	5.2114759999999995e-05	3.578346e-05	3.065986e-05	1.3277642e-05	3.922744e-05	1.03876e-05	1.26304e-05	4.28226e-05	8.141426e-05	3.563284e-05	1.466076e-05	2.053228e-05	5.70235e-05	3.5494759999999995e-05	0.0001032464	8.027605999999999e-05	2.67656e-06	2.5270740000000005e-05	3.548126e-05	2.31011e-05	1.8893629999999997e-05	1.815118e-05	5.1385020000000005e-05	6.80105e-05	2.2259900000000007e-05	4.099536e-05	3.510156e-05	2.796862e-05	3.328222000000001e-05	1.9123264e-05	1.4493139999999998e-05	7.807724000000001e-05	1.3104724e-05	4.17526e-05	1.823286e-05	6.597582e-05	1.847372e-05	4.3140119999999985e-05	1.62666e-05	2.238826e-05	8.676075999999999e-05	1.6203320000000003e-05	5.1964719999999995e-05	1.0032674000000004e-05	5.2430819999999994e-05	5.941138000000001e-05	3.3224059999999996e-05	3.8140459999999996e-05	5.748638e-05	2.6468879999999995e-05	5.45181e-05	7.11525e-05	1.7319579999999998e-05	1.7652164000000002e-05	2.505656e-05	7.091081999999999e-05	1.4540326e-05	3.690958e-05	2.8182600000000004e-05	3.487064e-05	4.590119999999999e-05	5.3112740000000014e-05	1.792646e-05	2.9474019999999994e-05	2.41877e-05	3.429952e-05	6.683161999999999e-05	9.554718000000001e-05	7.583234e-05	1.0984942e-05	2.395772e-05	5.033852e-05	3.364538e-05	5.2365839999999995e-05	3.5482220000000005e-05	1.2671192e-05	5.12166e-05	6.712580000000001e-05	3.793116e-05	2.793264e-05	3.7490559999999994e-05	2.388864e-05	5.824552000000001e-05	5.529454000000001e-05	2.39235e-05	2.459246e-05	2.948452e-05	2.668046e-05
M00479	1.93832e-07	0.0	0.0	0.0	8.4815e-07	0.0	2.3913895e-06	0.0	5.131271499999998e-06	0.0	3.1916860000000003e-06	1.333647e-05	1.57662185e-06	0.0	0.0	0.0	0.0	4.4522805e-06	0.0	0.0	0.0	0.0	1.8499500000000002e-07	0.0	0.0	5.946157e-06	4.92839e-06	6.120505e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.021804e-06	5.8662705e-06	2.4640046e-06	2.38198e-07	1.7348767999999996e-06	0.0	0.0	2.8338070000000004e-07	0.0	3.7916805e-06	0.0	4.323775e-07	7.430935e-07	0.0	0.0	0.0	1.7343839999999998e-05	1.56481e-05	0.0	0.0	0.0	0.0	0.0	8.027005e-07	0.0	0.0	0.0	7.849515000000001e-06	1.8787334999999999e-06	3.2594375e-06	0.0	3.983272e-06	0.0	8.358929999999999e-07	3.56733135e-06	0.0	4.2577675e-07	0.0	0.0	0.0	0.0	1.85200115e-06	0.0	3.611246e-06	5.9905e-07	3.4981650000000003e-06	0.0	0.0	0.0	0.0	1.45230555e-06	0.0	0.0	0.0	3.6708935000000004e-06	0.0	0.0	0.0	0.0	2.896658500000001e-06	2.4919699999999998e-05	0.0	2.4962295e-06	5.899561e-07	0.0	3.200082e-06	0.0	0.0	0.0	0.0	1.1250976499999998e-06
M00358	0.0	0.0	0.0	0.0	0.0	1.4607445000000003e-07	0.0	0.0	8.256749999999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63882e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.86343e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56038e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.15249775e-06	0.0	0.0	0.0	0.0	1.9092400000000002e-07	0.0	0.0	0.0	1.5011200000000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87755e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.594814999999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00117	2.119105e-07	4.91131e-06	0.0	4.041555e-06	3.80577e-05	0.0	1.026871e-06	8.67577e-07	1.0012e-06	0.0	3.0435700000000004e-06	6.14062e-06	1.44725e-07	8.683914999999999e-08	0.0	6.0679750000000005e-05	5.88432e-07	3.4582800000000003e-06	4.935715e-06	1.110137e-06	0.0	0.0	1.2097035e-07	6.57806e-06	4.0849699999999994e-06	1.37097e-05	2.6816649999999998e-06	2.3209400000000003e-06	0.0	6.65959e-07	3.6966399999999997e-06	1.8364e-06	5.4602700000000005e-05	6.01075e-05	3.853785e-07	2.794555e-06	7.71976e-07	1.57325e-06	4.72312e-07	4.392785e-07	2.4965500000000003e-05	1.3533499999999998e-05	3.502395e-06	0.0	1.5238e-06	1.21988e-06	1.133995e-05	5.7840899999999995e-06	0.0	1.74282e-05	1.015005e-07	2.7363700000000003e-07	5.16548e-07	4.5580024999999996e-05	1.1999799999999998e-06	0.0	6.55483e-07	1.632655e-06	8.762059999999998e-07	6.543240000000001e-07	0.0	8.041230000000001e-08	2.35596e-06	1.3048900000000001e-06	1.18721e-06	1.0578399999999999e-05	1.2605200000000002e-06	7.303780000000001e-07	3.35563e-05	3.858905e-05	3.63139e-07	1.61982e-06	4.476775e-06	3.14208e-05	3.01368e-07	2.896475e-07	7.045715e-08	1.34347e-07	1.52908e-05	0.0	6.998455500000001e-07	1.221125e-05	0.0	1.5046e-05	2.65196e-05	1.01683e-05	4.791075e-05	0.0	5.7589e-06	4.28677e-05	0.0	2.14357e-05	2.166515e-06	3.0531599999999996e-06	2.46322e-05	1.683905e-06	3.35761e-05	8.934010000000001e-08	1.262925e-05	5.655785e-06	8.037845e-06	3.266095e-05	0.0	5.7854500000000015e-06	0.0	7.243089999999999e-07
M00238	1.5373466666666668e-05	3.2163439999999994e-05	8.450796666666667e-06	1.0183596666666666e-05	5.8171033333333336e-05	8.040053333333334e-06	5.778590000000001e-05	9.024073333333333e-06	4.6506833333333333e-05	2.6458366666666667e-05	3.6179733333333335e-05	0.00023276200000000002	2.2372500000000006e-05	6.666560000000001e-05	1.0390296666666665e-05	8.708508333333334e-05	1.874662666666667e-05	4.52842e-05	4.3002533333333334e-05	7.04522e-05	2.96908e-05	7.5562320000000015e-06	2.15182e-05	1.86976e-05	1.2064206666666666e-05	4.8831933333333336e-05	8.090726666666667e-05	8.885406666666668e-05	8.402903333333333e-06	1.668243333333333e-05	3.54198e-05	5.425603333333334e-05	8.567356666666668e-05	7.710373333333333e-05	4.61963e-06	2.95581e-05	8.892700000000001e-05	2.192876666666667e-05	9.742113333333333e-06	1.59789e-05	3.146560000000001e-05	4.1270766666666665e-05	1.6689000000000002e-05	6.749623333333332e-05	3.814336666666667e-05	2.646183333333333e-05	3.0444000000000002e-05	1.9266166666666665e-05	3.3854066666666665e-05	0.000143185	1.258251e-05	5.73733e-05	4.894886666666667e-05	5.583363333333334e-05	2.36279e-05	2.6574556666666667e-05	1.362701e-05	1.2205343333333332e-05	9.181476666666667e-05	1.5659966666666666e-05	4.704506666666666e-05	8.06171e-06	4.8537333333333334e-05	4.839113333333333e-05	5.352256666666666e-05	3.485926666666666e-05	5.2310733333333334e-05	2.381110333333333e-05	5.512226666666667e-05	5.723986666666666e-05	1.299693e-05	1.2500260000000004e-05	1.8805266666666664e-05	5.6087366666666674e-05	1.1266869999999997e-05	6.289139999999999e-05	3.01436e-05	2.8646266666666667e-05	5.291216666666667e-05	4.4470333333333334e-05	2.2029000000000002e-05	2.70881e-05	1.610786666666667e-05	2.978203333333333e-05	8.298229999999999e-05	0.00017505166666666668	8.022133333333334e-05	1.2346463333333335e-05	2.18694e-05	9.632139999999999e-05	2.0171529999999997e-05	5.2642333333333336e-05	3.3803433333333336e-05	1.2882866666666667e-05	4.7096466666666665e-05	0.0001191993	3.596736666666667e-05	2.789843333333333e-05	3.2671999999999995e-05	3.779373333333334e-05	3.36365e-05	6.484439999999999e-05	1.5132953333333334e-05	2.13027e-05	2.99171e-05	2.5549000000000002e-05
M00359	6.337110000000001e-05	9.16802e-05	6.13907e-05	4.3307849999999996e-05	5.1452e-05	3.819920000000001e-05	0.000108406	3.7845275e-05	8.643375e-05	7.375445e-05	4.7969399999999995e-05	0.00013732700000000002	8.646979999999999e-05	5.38647425e-05	5.3219655000000005e-05	7.23499e-05	5.853035e-05	5.90417e-05	6.44342e-05	8.907340000000001e-05	5.5845e-05	2.4806425e-05	5.867125e-05	4.93318e-05	3.2050250000000004e-05	5.311e-05	0.0001094845	0.00010333345	5.7981850000000005e-05	7.058524999999999e-05	0.00011221299999999999	7.981695e-05	8.228659999999999e-05	7.550745e-05	4.965435000000001e-05	5.54738e-05	5.015075e-05	5.14225e-05	4.4242650000000006e-05	3.515240000000001e-05	5.8956400000000004e-05	5.2081400000000006e-05	5.124015e-05	5.92209e-05	6.578729999999999e-05	5.78426e-05	3.759165e-05	2.608335e-05	7.91485e-05	7.73239e-05	5.8780249999999993e-05	7.217915e-05	7.2796725e-05	7.05137e-05	4.35376e-05	6.932439999999999e-05	6.235265000000001e-05	6.02607e-05	0.00010018215	3.565605e-05	8.54939e-05	4.43678e-05	9.639719999999999e-05	9.401159999999999e-05	7.210714999999999e-05	7.560865e-05	0.0001059875	4.1988100000000005e-05	5.36493e-05	7.617415e-05	6.990515e-05	4.521479999999999e-05	7.966475e-05	6.82655e-05	3.036155e-05	7.15976e-05	6.032795000000001e-05	4.87861e-05	8.581364999999999e-05	8.444155000000001e-05	5.8797e-05	7.200345e-05	4.018275e-05	7.96967e-05	9.813075000000001e-05	0.0001339145	7.712635e-05	5.0476099999999996e-05	5.7616549999999996e-05	7.95287e-05	0.00010073229999999999	5.38043e-05	3.7935900000000004e-05	3.66835e-05	5.540865e-05	0.000122474	4.0042350000000005e-05	6.913810000000001e-05	4.630645000000001e-05	5.81927e-05	6.160065e-05	8.249559999999999e-05	4.37971e-05	6.059465e-05	7.27325e-05	7.704890000000001e-05
M00239	1.5649279999999998e-05	4.724734e-06	8.800996e-06	1.881646e-05	2.5976154e-05	7.751308e-06	5.107394e-05	2.774483e-06	3.071354e-05	2.655226e-05	1.8866366e-05	0.00010381358	2.1432800000000006e-05	8.310007999999999e-05	1.999916e-06	1.6572434400000007e-05	1.3276633999999999e-05	7.493389999999999e-06	2.3444520000000007e-05	8.108128000000001e-05	2.346706e-05	7.048488000000002e-06	5.4027520000000005e-06	1.1525616e-05	9.50111e-06	2.0945606e-05	5.078442600000001e-05	3.519372e-05	8.204067999999999e-06	5.5429413999999985e-06	3.3402400000000004e-05	1.5983960000000002e-05	5.327133e-05	3.560964e-05	2.4985528e-06	2.250384e-05	3.06141182e-05	1.1446826e-05	6.225112e-06	1.2224706000000001e-05	3.3683606e-05	3.1983540000000006e-05	1.83506e-05	1.0935221800000002e-05	2.713148e-05	1.023029e-05	2.266072000000001e-05	1.5656424e-05	1.0214242000000001e-05	6.3401e-05	1.503941e-05	3.0870609999999996e-05	1.2979367999999999e-05	3.142884e-05	1.4597596000000001e-05	2.6074179999999997e-05	1.1798147199999998e-05	1.287155e-05	0.00013427572	3.053258e-05	4.039424e-05	6.3376420000000025e-06	2.43196e-05	4.363498e-05	3.495155e-05	3.9085159999999994e-05	3.1620748e-05	1.3595842e-05	3.3655898000000005e-05	4.13472e-05	1.4441079999999997e-05	8.158637999999999e-06	2.8298940000000004e-05	4.045105999999999e-05	9.166302000000003e-06	4.42396e-05	2.0926064e-05	2.0758472e-05	2.3850102000000003e-05	6.314321999999999e-05	1.848976e-05	2.13708934e-05	1.995072e-05	2.9038759999999998e-05	5.920602e-05	0.00017414419999999998	6.064414000000001e-05	1.5172088e-05	1.1686176e-05	6.227553999999999e-05	2.1453539999999997e-05	4.6964979999999994e-05	3.753314e-05	1.2731633999999996e-05	3.6019220000000004e-05	3.902722e-05	1.7999029999999997e-05	1.326356e-05	2.241184e-05	2.1234958e-05	2.1508398000000004e-05	3.493842e-05	1.8194980000000007e-05	2.2339560000000003e-05	2.3280801999999998e-05	1.6509682e-05
